,Sample_1,Sample_2,bMNTD,mean_bMNTD,sd_bMNTD,bNTI,Group_1,Group_2,Site1,Site2,RCb,process
194,RL15B3,G01,0.072465178,0.035006093,0.003727786,10.04861593,R.L15.BAL.R,G0GE.S,G01,RL15B3,-0.7,variable selection
195,RL15B4,G01,0.02815047,0.020443055,0.003094139,2.49097201,R.L15.BAL.R,G0GE.S,G01,RL15B4,-0.9,variable selection
196,RL15S1,G01,0.055238498,0.044137146,0.020022481,0.554444392,R.L15.SAL.R,G0GE.S,G01,RL15S1,-0.7,undominated processes
197,RL15S2,G01,0.062548169,0.039055127,0.012911956,1.819479705,R.L15.SAL.R,G0GE.S,G01,RL15S2,-0.9,undominated processes
198,RL15S3,G01,0.100073317,0.035309629,0.003930552,16.47699615,R.L15.SAL.R,G0GE.S,G01,RL15S3,-0.8,variable selection
199,RL15S4,G01,0.125038729,0.035527021,0.005437172,16.46291619,R.L15.SAL.R,G0GE.S,G01,RL15S4,-0.7,variable selection
200,RL25B1,G01,0.047879794,0.019485604,0.003177604,8.935724119,R.L25.BAL.R,G0GE.S,G01,RL25B1,-1,variable selection
201,RL25B2,G01,0.075042174,0.03897174,0.003541092,10.1862472,R.L25.BAL.R,G0GE.S,G01,RL25B2,-0.6,variable selection
202,RL25B3,G01,0.039860188,0.024330778,0.003457098,4.492035916,R.L25.BAL.R,G0GE.S,G01,RL25B3,-1,variable selection
203,RL25B4,G01,0.05625725,0.025061957,0.002990335,10.43203928,R.L25.BAL.R,G0GE.S,G01,RL25B4,-1,variable selection
204,RL25S1,G01,0.052809185,0.030007439,0.002390099,9.540085329,R.L25.SAL.R,G0GE.S,G01,RL25S1,-0.9,variable selection
205,RL25S2,G01,0.070805287,0.039689391,0.012400646,2.509215669,R.L25.SAL.R,G0GE.S,G01,RL25S2,-0.2,variable selection
206,RL25S3,G01,0.050518808,0.025380243,0.004236155,5.93428877,R.L25.SAL.R,G0GE.S,G01,RL25S3,-0.4,variable selection
207,RL25S4,G01,0.0960388,0.041245415,0.005008842,10.93933104,R.L25.SAL.R,G0GE.S,G01,RL25S4,-1,variable selection
208,RL40B1,G01,0.188877113,0.042698616,0.011835308,12.35105167,R.L40.BAL.R,G0GE.S,G01,RL40B1,-0.3,variable selection
209,RL40B2,G01,0.051914213,0.022984335,0.002382783,12.14121302,R.L40.BAL.R,G0GE.S,G01,RL40B2,-0.9,variable selection
210,RL40B3,G01,0.055153715,0.023769468,0.003942265,7.960967344,R.L40.BAL.R,G0GE.S,G01,RL40B3,-1,variable selection
211,RL40B4,G01,0.039155178,0.017831453,0.002068319,10.30969093,R.L40.BAL.R,G0GE.S,G01,RL40B4,-1,variable selection
212,RL40S1,G01,0.082661755,0.036358735,0.004244491,10.90896754,R.L40.SAL.R,G0GE.S,G01,RL40S1,-0.5,variable selection
213,RL40S2,G01,0.052075092,0.029388162,0.002140854,10.5971376,R.L40.SAL.R,G0GE.S,G01,RL40S2,-0.8,variable selection
214,RL40S3,G01,0.07596854,0.037531674,0.00395156,9.727009726,R.L40.SAL.R,G0GE.S,G01,RL40S3,-0.9,variable selection
215,RL40S4,G01,0.101252266,0.04235977,0.0061091,9.640125761,R.L40.SAL.R,G0GE.S,G01,RL40S4,-0.7,variable selection
216,G03,G02,0.002513307,0.002641254,0.000219837,-0.582011426,G0GE.S,G0GE.S,G02,G03,1,dispersal limitation
217,G04,G02,0.002704135,0.002620883,0.000274338,0.303465472,G0GE.S,G0GE.S,G02,G04,1,dispersal limitation
218,G151,G02,0.007722383,0.005819223,0.000422381,4.505791227,G15GE.S,G0GE.S,G02,G151,1,variable selection
219,G152,G02,0.012616984,0.007412537,0.000694462,7.494218354,G15GE.S,G0GE.S,G02,G152,1,variable selection
220,G153,G02,0.009086631,0.006153851,0.000515841,5.685438495,G15GE.S,G0GE.S,G02,G153,1,variable selection
221,G154,G02,0.009204015,0.006919813,0.000580642,3.933925055,G15GE.S,G0GE.S,G02,G154,1,variable selection
222,G281,G02,0.00422228,0.003328032,0.000283629,3.152874309,G28GE.S,G0GE.S,G02,G281,1,variable selection
223,G282,G02,0.004069802,0.003843581,0.000314815,0.718582601,G28GE.S,G0GE.S,G02,G282,1,dispersal limitation
224,G283,G02,0.00620337,0.005904369,0.000430457,0.694614189,G28GE.S,G0GE.S,G02,G283,1,dispersal limitation
225,G284,G02,0.002702503,0.003015313,0.000262408,-1.192075178,G28GE.S,G0GE.S,G02,G284,1,dispersal limitation
226,G361,G02,0.01583206,0.009447387,0.00091874,6.949380186,G36GE.S,G0GE.S,G02,G361,1,variable selection
227,G362,G02,0.012615655,0.010274902,0.000744541,3.143887365,G36GE.S,G0GE.S,G02,G362,1,variable selection
228,G363,G02,0.010837869,0.008798434,0.000587132,3.473553517,G36GE.S,G0GE.S,G02,G363,1,variable selection
229,G364,G02,0.010877219,0.007159812,0.000374127,9.936224711,G36GE.S,G0GE.S,G02,G364,1,variable selection
230,G51,G02,0.004779018,0.004538039,0.00039695,0.607075838,G5GE.S,G0GE.S,G02,G51,1,dispersal limitation
231,G52,G02,0.003212594,0.00289566,0.000243636,1.300850579,G5GE.S,G0GE.S,G02,G52,1,dispersal limitation
232,G53,G02,0.002843524,0.002900658,0.000161262,-0.354293173,G5GE.S,G0GE.S,G02,G53,1,dispersal limitation
233,G54,G02,0.004749871,0.004019632,0.000380796,1.917667514,G5GE.S,G0GE.S,G02,G54,1,dispersal limitation
234,L151,G02,0.012864234,0.010034417,0.00092163,3.070446957,L15AL.S,G0GE.S,G02,L151,1,variable selection
235,L152,G02,0.016472348,0.010665583,0.001373241,4.228512754,L15AL.S,G0GE.S,G02,L152,1,variable selection
236,L153,G02,0.01366404,0.01138391,0.000996613,2.287878923,L15AL.S,G0GE.S,G02,L153,0.9,variable selection
237,L154,G02,0.039764306,0.014622497,0.002168119,11.59613729,L15AL.S,G0GE.S,G02,L154,0.1,variable selection
238,L21,G02,0.017269727,0.014234892,0.001105134,2.746124023,L2AL.S,G0GE.S,G02,L21,0,variable selection
239,L22,G02,0.014633447,0.012320919,0.00103873,2.226303021,L2AL.S,G0GE.S,G02,L22,1,variable selection
240,L23,G02,0.01727155,0.012977926,0.001010123,4.250596158,L2AL.S,G0GE.S,G02,L23,0.8,variable selection
241,L24,G02,0.128372139,0.042738253,0.007902483,10.8363264,L2AL.S,G0GE.S,G02,L24,1,variable selection
242,L251,G02,0.017501889,0.013163314,0.001358433,3.193807664,L25AL.S,G0GE.S,G02,L251,0.2,variable selection
243,L252,G02,0.013294056,0.010913907,0.000770019,3.091027787,L25AL.S,G0GE.S,G02,L252,0.9,variable selection
244,L253,G02,0.016247798,0.010608946,0.000818184,6.891914962,L25AL.S,G0GE.S,G02,L253,0.7,variable selection
245,L254,G02,0.012773201,0.010748726,0.000681474,2.970729513,L25AL.S,G0GE.S,G02,L254,0.9,variable selection
246,L401,G02,0.011439233,0.009752576,0.000591086,2.853486504,L40AL.S,G0GE.S,G02,L401,1,variable selection
247,L402,G02,0.011219243,0.008882744,0.00080287,2.910181969,L40AL.S,G0GE.S,G02,L402,1,variable selection
248,L403,G02,0.012031269,0.009019676,0.000558803,5.389362598,L40AL.S,G0GE.S,G02,L403,1,variable selection
249,L404,G02,0.010598024,0.009142188,0.000544703,2.672713663,L40AL.S,G0GE.S,G02,L404,1,variable selection
250,RBG0C1,G02,0.006587174,0.004690229,0.00045516,4.16764449,RB.G0.CGE.RB,G0GE.S,G02,RBG0C1,1,variable selection
251,RBG0C2,G02,0.009268228,0.005794582,0.000550585,6.309012107,RB.G0.CGE.RB,G0GE.S,G02,RBG0C2,1,variable selection
252,RBG0C3,G02,0.007432651,0.004627488,0.000490326,5.721017651,RB.G0.CGE.RB,G0GE.S,G02,RBG0C3,1,variable selection
253,RBG0C4,G02,0.00824039,0.005666992,0.000476375,5.40204086,RB.G0.CGE.RB,G0GE.S,G02,RBG0C4,1,variable selection
254,RBG15C1,G02,0.016404843,0.010236835,0.000901306,6.843409646,RB.G15.CGE.RB,G0GE.S,G02,RBG15C1,1,variable selection
255,RBG15C2,G02,0.012402437,0.009564542,0.000722199,3.929521365,RB.G15.CGE.RB,G0GE.S,G02,RBG15C2,1,variable selection
256,RBG15C3,G02,0.016462143,0.009269933,0.000716748,10.03449743,RB.G15.CGE.RB,G0GE.S,G02,RBG15C3,1,variable selection
257,RBG15C4,G02,0.0164543,0.010948629,0.000848256,6.490573457,RB.G15.CGE.RB,G0GE.S,G02,RBG15C4,1,variable selection
258,RBG15D1,G02,0.014302007,0.008619796,0.000649547,8.747959039,RB.G15.DGE.RB,G0GE.S,G02,RBG15D1,1,variable selection
259,RBG15D2,G02,0.017240928,0.009225043,0.000701764,11.42247594,RB.G15.DGE.RB,G0GE.S,G02,RBG15D2,1,variable selection
260,RBG15D3,G02,0.033727589,0.01241402,0.002445857,8.714151381,RB.G15.DGE.RB,G0GE.S,G02,RBG15D3,1,variable selection
261,RBG15D4,G02,0.012217082,0.007355898,0.000641337,7.57976643,RB.G15.DGE.RB,G0GE.S,G02,RBG15D4,1,variable selection
262,RBG28D1,G02,0.015075897,0.007896844,0.000734215,9.777861628,RB.G28.DGE.RB,G0GE.S,G02,RBG28D1,1,variable selection
263,RBG28D2,G02,0.013130965,0.007634132,0.000739184,7.436348668,RB.G28.DGE.RB,G0GE.S,G02,RBG28D2,1,variable selection
264,RBG28D3,G02,0.012912434,0.008097694,0.000816529,5.896594566,RB.G28.DGE.RB,G0GE.S,G02,RBG28D3,1,variable selection
265,RBG28D4,G02,0.013521731,0.006817006,0.000544454,12.31458042,RB.G28.DGE.RB,G0GE.S,G02,RBG28D4,1,variable selection
266,RBG28J1,G02,0.012576786,0.007263312,0.000492311,10.79292053,RB.G28.JGE.RB,G0GE.S,G02,RBG28J1,1,variable selection
267,RBG28J2,G02,0.01588466,0.007809122,0.000678624,11.89987791,RB.G28.JGE.RB,G0GE.S,G02,RBG28J2,1,variable selection
268,RBG28J3,G02,0.01621372,0.008052148,0.000727918,11.21221661,RB.G28.JGE.RB,G0GE.S,G02,RBG28J3,1,variable selection
269,RBG28J4,G02,0.012984263,0.006891188,0.00067275,9.056964243,RB.G28.JGE.RB,G0GE.S,G02,RBG28J4,1,variable selection
270,RBG36D1,G02,0.017553023,0.010242313,0.000783704,9.328404209,RB.G36.DGE.RB,G0GE.S,G02,RBG36D1,0.8,variable selection
271,RBG36D2,G02,0.016852775,0.010051476,0.000753639,9.024611514,RB.G36.DGE.RB,G0GE.S,G02,RBG36D2,1,variable selection
272,RBG36D3,G02,0.138436092,0.024344283,0.008920369,12.79003323,RB.G36.DGE.RB,G0GE.S,G02,RBG36D3,-1,variable selection
273,RBG36D4,G02,0.020978904,0.010941965,0.001008531,9.952034436,RB.G36.DGE.RB,G0GE.S,G02,RBG36D4,0.1,variable selection
274,RBG36G1,G02,0.020877611,0.012335817,0.000946223,9.027249775,RB.G36.GGE.RB,G0GE.S,G02,RBG36G1,0,variable selection
275,RBG36G2,G02,0.020334911,0.012427885,0.000909786,8.69107839,RB.G36.GGE.RB,G0GE.S,G02,RBG36G2,0.4,variable selection
276,RBG36G3,G02,0.021466205,0.014594355,0.001625121,4.228515352,RB.G36.GGE.RB,G0GE.S,G02,RBG36G3,-0.3,variable selection
277,RBG36G4,G02,0.019799566,0.012054125,0.000926357,8.361187937,RB.G36.GGE.RB,G0GE.S,G02,RBG36G4,0.4,variable selection
278,RBG5C1,G02,0.008882561,0.005495651,0.000388309,8.722209275,RB.G5.CGE.RB,G0GE.S,G02,RBG5C1,1,variable selection
279,RBG5C2,G02,0.010460819,0.006546917,0.000330781,11.8322919,RB.G5.CGE.RB,G0GE.S,G02,RBG5C2,1,variable selection
280,RBG5C3,G02,0.012814056,0.006126802,0.000553063,12.09129758,RB.G5.CGE.RB,G0GE.S,G02,RBG5C3,1,variable selection
281,RBG5C4,G02,0.007764945,0.005537774,0.000432323,5.1516328,RB.G5.CGE.RB,G0GE.S,G02,RBG5C4,1,variable selection
282,RBG5D1,G02,0.007413233,0.005376039,0.000563603,3.614591817,RB.G5.DGE.RB,G0GE.S,G02,RBG5D1,1,variable selection
283,RBG5D2,G02,0.013212546,0.006558331,0.000558717,11.90981815,RB.G5.DGE.RB,G0GE.S,G02,RBG5D2,1,variable selection
284,RBG5D3,G02,0.009449916,0.006433005,0.000674408,4.473417956,RB.G5.DGE.RB,G0GE.S,G02,RBG5D3,1,variable selection
285,RBG5D4,G02,0.007663049,0.005961817,0.00063521,2.678219615,RB.G5.DGE.RB,G0GE.S,G02,RBG5D4,1,variable selection
286,RBL15B1,G02,0.020108043,0.012007624,0.000717689,11.286809,RB.L15.BAL.RB,G0GE.S,G02,RBL15B1,0.3,variable selection
287,RBL15B2,G02,0.016400114,0.011680522,0.000811409,5.816542096,RB.L15.BAL.RB,G0GE.S,G02,RBL15B2,0.7,variable selection
288,RBL15B3,G02,0.01845017,0.013308522,0.000921247,5.581181426,RB.L15.BAL.RB,G0GE.S,G02,RBL15B3,-0.5,variable selection
289,RBL15B4,G02,0.017821807,0.012092945,0.00105671,5.421412352,RB.L15.BAL.RB,G0GE.S,G02,RBL15B4,0.4,variable selection
290,RBL15S1,G02,0.032163442,0.017435719,0.003387618,4.34751578,RB.L15.SAL.RB,G0GE.S,G02,RBL15S1,-0.7,variable selection
291,RBL15S2,G02,0.056905632,0.018974336,0.002424833,15.64285135,RB.L15.SAL.RB,G0GE.S,G02,RBL15S2,-1,variable selection
292,RBL15S3,G02,0.036764794,0.019727308,0.003513954,4.848522531,RB.L15.SAL.RB,G0GE.S,G02,RBL15S3,-0.9,variable selection
293,RBL15S4,G02,0.037880827,0.017602598,0.003330456,6.088723837,RB.L15.SAL.RB,G0GE.S,G02,RBL15S4,-1,variable selection
294,RBL25B1,G02,0.0376747,0.019001945,0.001437801,12.98701945,RB.L25.BAL.RB,G0GE.S,G02,RBL25B1,-1,variable selection
295,RBL25B2,G02,0.021643695,0.01353371,0.000960443,8.444006827,RB.L25.BAL.RB,G0GE.S,G02,RBL25B2,-0.8,variable selection
296,RBL25B3,G02,0.020977244,0.013621675,0.001358466,5.414611707,RB.L25.BAL.RB,G0GE.S,G02,RBL25B3,-0.5,variable selection
297,RBL25B4,G02,0.022113773,0.01412839,0.001205506,6.624094602,RB.L25.BAL.RB,G0GE.S,G02,RBL25B4,-1,variable selection
298,RBL25S1,G02,0.025422173,0.013894874,0.001151749,10.00851307,RB.L25.SAL.RB,G0GE.S,G02,RBL25S1,-0.7,variable selection
299,RBL25S2,G02,0.024566832,0.017148739,0.001707914,4.343363908,RB.L25.SAL.RB,G0GE.S,G02,RBL25S2,-0.8,variable selection
300,RBL25S3,G02,0.02430753,0.014629896,0.00156215,6.195072831,RB.L25.SAL.RB,G0GE.S,G02,RBL25S3,-0.3,variable selection
301,RBL25S4,G02,0.036650584,0.018547265,0.003204683,5.649020987,RB.L25.SAL.RB,G0GE.S,G02,RBL25S4,-0.9,variable selection
302,RBL40B1,G02,0.016471857,0.010761731,0.000737485,7.742697143,RB.L40.BAL.RB,G0GE.S,G02,RBL40B1,0.7,variable selection
303,RBL40B2,G02,0.020414701,0.012222577,0.000834616,9.815436541,RB.L40.BAL.RB,G0GE.S,G02,RBL40B2,0.1,variable selection
304,RBL40B3,G02,0.022124159,0.00994473,0.000767686,15.8651266,RB.L40.BAL.RB,G0GE.S,G02,RBL40B3,0.9,variable selection
305,RBL40B4,G02,0.026919118,0.012380755,0.001601132,9.080050312,RB.L40.BAL.RB,G0GE.S,G02,RBL40B4,0.3,variable selection
306,RBL40S1,G02,0.049029563,0.019169538,0.004130171,7.229730193,RB.L40.SAL.RB,G0GE.S,G02,RBL40S1,-0.7,variable selection
307,RBL40S2,G02,0.039018981,0.017384521,0.002794775,7.741038697,RB.L40.SAL.RB,G0GE.S,G02,RBL40S2,-0.8,variable selection
308,RBL40S3,G02,0.143934472,0.028308543,0.010078749,11.47225029,RB.L40.SAL.RB,G0GE.S,G02,RBL40S3,-0.9,variable selection
309,RBL40S4,G02,0.045536165,0.018897762,0.003891558,6.845176202,RB.L40.SAL.RB,G0GE.S,G02,RBL40S4,-1,variable selection
310,RG0C1,G02,0.049759149,0.013820311,0.001317516,27.2777256,R.G0.CGE.R,G0GE.S,G02,RG0C1,0.6,variable selection
311,RG0C2,G02,0.040904649,0.014523926,0.001579767,16.69912397,R.G0.CGE.R,G0GE.S,G02,RG0C2,0.9,variable selection
312,RG0C3,G02,0.075121958,0.015985254,0.002076245,28.48252697,R.G0.CGE.R,G0GE.S,G02,RG0C3,0.5,variable selection
313,RG0C4,G02,0.061221401,0.015383201,0.001345188,34.07567719,R.G0.CGE.R,G0GE.S,G02,RG0C4,0.2,variable selection
314,RG15C1,G02,0.073455213,0.023257428,0.003593496,13.96906564,R.G15.CGE.R,G0GE.S,G02,RG15C1,-1,variable selection
315,RG15C2,G02,0.099287356,0.023454011,0.002672081,28.37988111,R.G15.CGE.R,G0GE.S,G02,RG15C2,-1,variable selection
316,RG15C3,G02,0.065703967,0.019347785,0.00221899,20.89067074,R.G15.CGE.R,G0GE.S,G02,RG15C3,-1,variable selection
317,RG15C4,G02,0.056577095,0.021777573,0.002283568,15.23910174,R.G15.CGE.R,G0GE.S,G02,RG15C4,-1,variable selection
318,RG15D1,G02,0.235839325,0.041717508,0.013742692,14.12545816,R.G15.DGE.R,G0GE.S,G02,RG15D1,-0.7,variable selection
319,RG15D2,G02,0.097132306,0.016915266,0.003661767,21.9066453,R.G15.DGE.R,G0GE.S,G02,RG15D2,-1,variable selection
320,RG15D3,G02,0.067999209,0.020873249,0.003218431,14.64252839,R.G15.DGE.R,G0GE.S,G02,RG15D3,-0.9,variable selection
321,RG15D4,G02,0.121549412,0.031424202,0.006302504,14.29990615,R.G15.DGE.R,G0GE.S,G02,RG15D4,-1,variable selection
322,RG28D1,G02,0.097354353,0.017067367,0.003408306,23.55627255,R.G28.DGE.R,G0GE.S,G02,RG28D1,-0.2,variable selection
323,RG28D2,G02,0.115193054,0.016123265,0.005182226,19.11722603,R.G28.DGE.R,G0GE.S,G02,RG28D2,0.7,variable selection
324,RG28D3,G02,0.088964866,0.016751217,0.002753526,26.22588323,R.G28.DGE.R,G0GE.S,G02,RG28D3,-0.3,variable selection
325,RG28D4,G02,0.100062035,0.01809682,0.003353356,24.4427417,R.G28.DGE.R,G0GE.S,G02,RG28D4,-0.3,variable selection
326,RG28J1,G02,0.132630775,0.019575267,0.005063679,22.32675289,R.G28.JGE.R,G0GE.S,G02,RG28J1,-0.8,variable selection
327,RG28J2,G02,0.103159245,0.018253858,0.003296962,25.75261313,R.G28.JGE.R,G0GE.S,G02,RG28J2,-0.4,variable selection
328,RG28J3,G02,0.097831065,0.01684191,0.00397022,20.39916217,R.G28.JGE.R,G0GE.S,G02,RG28J3,-0.3,variable selection
329,RG28J4,G02,0.08952315,0.017095809,0.002290698,31.61802878,R.G28.JGE.R,G0GE.S,G02,RG28J4,0.6,variable selection
330,RG36D1,G02,0.059720188,0.018019822,0.002903419,14.36250406,R.G36.DGE.R,G0GE.S,G02,RG36D1,-1,variable selection
331,RG36D2,G02,0.049768474,0.017249246,0.001993409,16.31337162,R.G36.DGE.R,G0GE.S,G02,RG36D2,-0.9,variable selection
332,RG36D3,G02,0.051358043,0.021820981,0.002392,12.34826932,R.G36.DGE.R,G0GE.S,G02,RG36D3,-1,variable selection
333,RG36D4,G02,0.107623613,0.022772157,0.007213702,11.76253952,R.G36.DGE.R,G0GE.S,G02,RG36D4,-1,variable selection
334,RG36G1,G02,0.094099493,0.023061604,0.003896167,18.23276278,R.G36.GGE.R,G0GE.S,G02,RG36G1,-1,variable selection
335,RG36G2,G02,0.081220777,0.022204669,0.004447589,13.26923659,R.G36.GGE.R,G0GE.S,G02,RG36G2,-1,variable selection
336,RG36G3,G02,0.088965756,0.026298513,0.004942507,12.67924145,R.G36.GGE.R,G0GE.S,G02,RG36G3,-1,variable selection
337,RG36G4,G02,0.118435302,0.024600935,0.005046946,18.59230563,R.G36.GGE.R,G0GE.S,G02,RG36G4,-0.6,variable selection
338,RG5C1,G02,0.125869468,0.018451072,0.004236232,25.35706173,R.G5.CGE.R,G0GE.S,G02,RG5C1,-0.1,variable selection
339,RG5C2,G02,0.100450867,0.018690758,0.005190073,15.75317064,R.G5.CGE.R,G0GE.S,G02,RG5C2,-0.6,variable selection
340,RG5C3,G02,0.065023973,0.018815364,0.002763167,16.72305875,R.G5.CGE.R,G0GE.S,G02,RG5C3,0.3,variable selection
341,RG5C4,G02,0.023205673,0.012779836,0.002366426,4.405731765,R.G5.CGE.R,G0GE.S,G02,RG5C4,1,variable selection
342,RG5Z1,G02,0.063327006,0.011610452,0.002496003,20.71974882,R.G5.ZGE.R,G0GE.S,G02,RG5Z1,1,variable selection
343,RG5Z2,G02,0.031135369,0.008693923,0.001636039,13.71694155,R.G5.ZGE.R,G0GE.S,G02,RG5Z2,1,variable selection
344,RG5Z3,G02,0.062651552,0.011458426,0.003723636,13.74815613,R.G5.ZGE.R,G0GE.S,G02,RG5Z3,1,variable selection
345,RG5Z4,G02,0.032154301,0.010430981,0.001494391,14.53656827,R.G5.ZGE.R,G0GE.S,G02,RG5Z4,1,variable selection
346,RJG0C1,G02,0.011854195,0.006678293,0.000621798,8.324087096,RJ.G0.CGE.RJ,G0GE.S,G02,RJG0C1,1,variable selection
347,RJG0C2,G02,0.015695936,0.006446094,0.000561959,16.46000747,RJ.G0.CGE.RJ,G0GE.S,G02,RJG0C2,1,variable selection
348,RJG0C3,G02,0.007469103,0.004799454,0.000596229,4.477560027,RJ.G0.CGE.RJ,G0GE.S,G02,RJG0C3,1,variable selection
349,RJG0C4,G02,0.01623528,0.006966528,0.000585063,15.8423066,RJ.G0.CGE.RJ,G0GE.S,G02,RJG0C4,1,variable selection
350,RJG15C1,G02,0.018257725,0.011062442,0.001097141,6.558214739,RJ.G15.CGE.RJ,G0GE.S,G02,RJG15C1,1,variable selection
351,RJG15C2,G02,0.024806869,0.009815797,0.001189638,12.60137346,RJ.G15.CGE.RJ,G0GE.S,G02,RJG15C2,1,variable selection
352,RJG15C3,G02,0.015277345,0.007901117,0.000758011,9.731034899,RJ.G15.CGE.RJ,G0GE.S,G02,RJG15C3,1,variable selection
353,RJG15C4,G02,0.018012179,0.009216793,0.000996159,8.829299745,RJ.G15.CGE.RJ,G0GE.S,G02,RJG15C4,1,variable selection
354,RJG15D1,G02,0.125968602,0.020341888,0.007479184,14.12275952,RJ.G15.DGE.RJ,G0GE.S,G02,RJG15D1,0.9,variable selection
355,RJG15D2,G02,0.019170436,0.008662127,0.001199997,8.75694362,RJ.G15.DGE.RJ,G0GE.S,G02,RJG15D2,1,variable selection
356,RJG15D3,G02,0.014453504,0.008942513,0.00092782,5.93971973,RJ.G15.DGE.RJ,G0GE.S,G02,RJG15D3,1,variable selection
357,RJG15D4,G02,0.018085835,0.008246975,0.000818453,12.02128594,RJ.G15.DGE.RJ,G0GE.S,G02,RJG15D4,1,variable selection
358,RJG28D1,G02,0.015842579,0.00699387,0.000739539,11.96516511,RJ.G28.DGE.RJ,G0GE.S,G02,RJG28D1,1,variable selection
359,RJG28D2,G02,0.019279421,0.006952937,0.00090111,13.67921679,RJ.G28.DGE.RJ,G0GE.S,G02,RJG28D2,1,variable selection
360,RJG28D3,G02,0.226561235,0.04257551,0.012063886,15.25095077,RJ.G28.DGE.RJ,G0GE.S,G02,RJG28D3,1,variable selection
361,RJG28D4,G02,0.01369414,0.00655713,0.000763722,9.345034117,RJ.G28.DGE.RJ,G0GE.S,G02,RJG28D4,1,variable selection
362,RJG28J1,G02,0.01146967,0.006060182,0.000563097,9.606674119,RJ.G28.JGE.RJ,G0GE.S,G02,RJG28J1,1,variable selection
363,RJG28J2,G02,0.013207989,0.006931621,0.000637819,9.840352551,RJ.G28.JGE.RJ,G0GE.S,G02,RJG28J2,1,variable selection
364,RJG28J3,G02,0.020469023,0.00869154,0.001137466,10.35413862,RJ.G28.JGE.RJ,G0GE.S,G02,RJG28J3,1,variable selection
365,RJG28J4,G02,0.015145501,0.006496826,0.000737038,11.73436966,RJ.G28.JGE.RJ,G0GE.S,G02,RJG28J4,1,variable selection
366,RJG36D1,G02,0.015509777,0.009699989,0.000634933,9.150232531,RJ.G36.DGE.RJ,G0GE.S,G02,RJG36D1,1,variable selection
367,RJG36D2,G02,0.015133544,0.011559529,0.000795513,4.492714846,RJ.G36.DGE.RJ,G0GE.S,G02,RJG36D2,0.9,variable selection
368,RJG36D3,G02,0.017709955,0.011053395,0.000655157,10.16024746,RJ.G36.DGE.RJ,G0GE.S,G02,RJG36D3,0.9,variable selection
369,RJG36D4,G02,0.014123062,0.010805938,0.000945701,3.507580226,RJ.G36.DGE.RJ,G0GE.S,G02,RJG36D4,0.8,variable selection
370,RJG36G1,G02,0.019066079,0.011173131,0.000821455,9.608493554,RJ.G36.GGE.RJ,G0GE.S,G02,RJG36G1,0.3,variable selection
371,RJG36G2,G02,0.017157554,0.011592154,0.000745256,7.467771162,RJ.G36.GGE.RJ,G0GE.S,G02,RJG36G2,0.3,variable selection
372,RJG36G3,G02,0.019821125,0.011726986,0.000889777,9.096819851,RJ.G36.GGE.RJ,G0GE.S,G02,RJG36G3,0,variable selection
373,RJG36G4,G02,0.017058111,0.010553999,0.000775241,8.389791446,RJ.G36.GGE.RJ,G0GE.S,G02,RJG36G4,1,variable selection
374,RJG5C1,G02,0.051597047,0.012096274,0.003973159,9.941905539,RJ.G5.CGE.RJ,G0GE.S,G02,RJG5C1,1,variable selection
375,RJG5C2,G02,0.030814295,0.008322497,0.001038726,21.65324331,RJ.G5.CGE.RJ,G0GE.S,G02,RJG5C2,1,variable selection
376,RJG5C3,G02,0.011027972,0.005890965,0.000474638,10.82299038,RJ.G5.CGE.RJ,G0GE.S,G02,RJG5C3,1,variable selection
377,RJG5C4,G02,0.034202477,0.008822512,0.002817152,9.009085119,RJ.G5.CGE.RJ,G0GE.S,G02,RJG5C4,1,variable selection
378,RJG5D1,G02,0.012707522,0.00632671,0.000741051,8.610493264,RJ.G5.DGE.RJ,G0GE.S,G02,RJG5D1,1,variable selection
379,RJG5D2,G02,0.016553151,0.005767284,0.000953577,11.3109533,RJ.G5.DGE.RJ,G0GE.S,G02,RJG5D2,1,variable selection
380,RJG5D3,G02,0.011186274,0.005726749,0.000463144,11.78796922,RJ.G5.DGE.RJ,G0GE.S,G02,RJG5D3,1,variable selection
381,RJG5D4,G02,0.009957179,0.00514253,0.000543905,8.852000518,RJ.G5.DGE.RJ,G0GE.S,G02,RJG5D4,1,variable selection
382,RJL15B1,G02,0.015948419,0.012328763,0.000964749,3.751915002,RJ.L15.BAL.RJ,G0GE.S,G02,RJL15B1,0.6,variable selection
383,RJL15B2,G02,0.013826808,0.010583739,0.000651673,4.976525992,RJ.L15.BAL.RJ,G0GE.S,G02,RJL15B2,0.9,variable selection
384,RJL15B3,G02,0.02194909,0.013533612,0.001409911,5.968800821,RJ.L15.BAL.RJ,G0GE.S,G02,RJL15B3,-0.1,variable selection
385,RJL15B4,G02,0.015755965,0.011489526,0.000886273,4.813908552,RJ.L15.BAL.RJ,G0GE.S,G02,RJL15B4,0.9,variable selection
386,RJL15S1,G02,0.022562764,0.011792503,0.001808922,5.953965523,RJ.L15.SAL.RJ,G0GE.S,G02,RJL15S1,1,variable selection
387,RJL15S2,G02,0.018500591,0.012308876,0.001337229,4.630256498,RJ.L15.SAL.RJ,G0GE.S,G02,RJL15S2,0.4,variable selection
388,RJL15S3,G02,0.027578899,0.013369176,0.001928077,7.369894944,RJ.L15.SAL.RJ,G0GE.S,G02,RJL15S3,0.7,variable selection
