	SampleID	Compartment	Cultivar	Site	Group	Type	Age	Phylum2	RA
521	G281	Soil	Soil	GE	G28	Soil	28	Chloroflexi	0.005024988
522	G282	Soil	Soil	GE	G28	Soil	28	Chloroflexi	0.00513563
523	G283	Soil	Soil	GE	G28	Soil	28	Chloroflexi	0.003545337
524	G284	Soil	Soil	GE	G28	Soil	28	Chloroflexi	0.00505925
525	G361	Soil	Soil	GE	G36	Soil	36	Chloroflexi	0.003415861
526	G362	Soil	Soil	GE	G36	Soil	36	Chloroflexi	0.004944203
527	G363	Soil	Soil	GE	G36	Soil	36	Chloroflexi	0.006178179
528	G364	Soil	Soil	GE	G36	Soil	36	Chloroflexi	0.005847544
529	G51	Soil	Soil	GE	G5	Soil	5	Chloroflexi	0.001622255
530	G52	Soil	Soil	GE	G5	Soil	5	Chloroflexi	0.003109957
531	G53	Soil	Soil	GE	G5	Soil	5	Chloroflexi	0.003003731
532	G54	Soil	Soil	GE	G5	Soil	5	Chloroflexi	0.001693116
541	RBG15D1	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	Chloroflexi	0.002254628
542	RBG15D2	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	Chloroflexi	0.001463202
543	RBG15D3	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	Chloroflexi	0.00175595
544	RBG15D4	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	Chloroflexi	0.001730447
545	RBG28D1	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Chloroflexi	0.001736343
546	RBG28D2	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Chloroflexi	0.001267529
547	RBG28D3	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Chloroflexi	0.000906691
548	RBG28D4	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Chloroflexi	0.002171491
553	RBG36D1	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Chloroflexi	0.002234592
554	RBG36D2	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Chloroflexi	0.001712902
555	RBG36D3	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Chloroflexi	0.001486202
556	RBG36D4	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Chloroflexi	0.001361828
565	RBG5D1	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Chloroflexi	0.001969128
566	RBG5D2	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Chloroflexi	0.00118545
567	RBG5D3	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Chloroflexi	0.001750942
568	RBG5D4	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Chloroflexi	0.001638002
577	RG15D1	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Chloroflexi	0.001023032
578	RG15D2	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Chloroflexi	0.004715144
579	RG15D3	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Chloroflexi	0.004225079
580	RG15D4	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Chloroflexi	0.000787736
581	RG28D1	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Chloroflexi	0.004819903
582	RG28D2	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Chloroflexi	0.004223606
583	RG28D3	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Chloroflexi	0.00424094
584	RG28D4	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Chloroflexi	0.005001467
589	RG36D1	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Chloroflexi	0.00863284
590	RG36D2	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Chloroflexi	0.005303807
591	RG36D3	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Chloroflexi	0.004502244
592	RG36D4	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Chloroflexi	0.005088073
601	RG5Z1	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Chloroflexi	0.002345969
602	RG5Z2	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Chloroflexi	0.002964051
603	RG5Z3	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Chloroflexi	0.003674161
604	RG5Z4	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Chloroflexi	0.00230789
613	RJG15D1	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Chloroflexi	0.00124149
614	RJG15D2	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Chloroflexi	0.001830132
615	RJG15D3	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Chloroflexi	0.001196761
616	RJG15D4	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Chloroflexi	0.001951611
617	RJG28D1	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Chloroflexi	0.001437451
618	RJG28D2	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Chloroflexi	0.001708717
619	RJG28D3	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Chloroflexi	0.000547652
620	RJG28D4	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Chloroflexi	0.00247399
625	RJG36D1	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Chloroflexi	0.002229341
626	RJG36D2	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Chloroflexi	0.002382683
627	RJG36D3	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Chloroflexi	0.001611722
628	RJG36D4	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Chloroflexi	0.001546873
637	RJG5D1	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	Chloroflexi	0.001181923
638	RJG5D2	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	Chloroflexi	0.001329787
639	RJG5D3	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	Chloroflexi	0.001711802
640	RJG5D4	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	Chloroflexi	0.001370556
641	G01	Soil	Soil	GE	G0	Soil	0	Nitrospirae	0.005986211
642	G02	Soil	Soil	GE	G0	Soil	0	Nitrospirae	0.003267706
643	G03	Soil	Soil	GE	G0	Soil	0	Nitrospirae	0.003814108
644	G04	Soil	Soil	GE	G0	Soil	0	Nitrospirae	0.003202969
645	G151	Soil	Soil	GE	G15	Soil	15	Nitrospirae	0.005154779
646	G152	Soil	Soil	GE	G15	Soil	15	Nitrospirae	0.003935151
647	G153	Soil	Soil	GE	G15	Soil	15	Nitrospirae	0.003798333
648	G154	Soil	Soil	GE	G15	Soil	15	Nitrospirae	0.004363705
649	G281	Soil	Soil	GE	G28	Soil	28	Nitrospirae	0.004628997
650	G282	Soil	Soil	GE	G28	Soil	28	Nitrospirae	0.005845876
651	G283	Soil	Soil	GE	G28	Soil	28	Nitrospirae	0.006419209
652	G284	Soil	Soil	GE	G28	Soil	28	Nitrospirae	0.004842812
653	G361	Soil	Soil	GE	G36	Soil	36	Nitrospirae	0.002111379
654	G362	Soil	Soil	GE	G36	Soil	36	Nitrospirae	0.005122143
655	G363	Soil	Soil	GE	G36	Soil	36	Nitrospirae	0.005848676
656	G364	Soil	Soil	GE	G36	Soil	36	Nitrospirae	0.004210791
657	G51	Soil	Soil	GE	G5	Soil	5	Nitrospirae	0.004465218
658	G52	Soil	Soil	GE	G5	Soil	5	Nitrospirae	0.002285143
659	G53	Soil	Soil	GE	G5	Soil	5	Nitrospirae	0.002397597
660	G54	Soil	Soil	GE	G5	Soil	5	Nitrospirae	0.003560919
669	RBG15D1	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	Nitrospirae	0.005063024
670	RBG15D2	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	Nitrospirae	0.005022343
671	RBG15D3	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	Nitrospirae	0.002993096
672	RBG15D4	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	Nitrospirae	0.005032826
673	RBG28D1	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Nitrospirae	0.005436089
674	RBG28D2	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Nitrospirae	0.00532362
675	RBG28D3	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Nitrospirae	0.006133497
676	RBG28D4	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Nitrospirae	0.004786375
681	RBG36D1	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Nitrospirae	0.003479006
682	RBG36D2	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Nitrospirae	0.002770083
683	RBG36D3	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Nitrospirae	0.001271975
684	RBG36D4	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Nitrospirae	0.003289962
693	RBG5D1	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Nitrospirae	0.003039594
694	RBG5D2	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Nitrospirae	0.004701839
695	RBG5D3	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Nitrospirae	0.003528413
696	RBG5D4	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Nitrospirae	0.005059312
705	RG15D1	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Nitrospirae	0.000188453
706	RG15D2	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Nitrospirae	0.00136308
707	RG15D3	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Nitrospirae	0.000268733
708	RG15D4	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Nitrospirae	0.001742107
709	RG28D1	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Nitrospirae	0.00238109
710	RG28D2	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Nitrospirae	0.00162132
711	RG28D3	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Nitrospirae	0.001149158
712	RG28D4	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Nitrospirae	0.001333725
717	RG36D1	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Nitrospirae	0.001057082
718	RG36D2	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Nitrospirae	0.001093568
719	RG36D3	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Nitrospirae	0.000608411
720	RG36D4	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Nitrospirae	0.001092277
729	RG5Z1	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Nitrospirae	0.001166125
730	RG5Z2	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Nitrospirae	0.00134606
731	RG5Z3	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Nitrospirae	0.00184391
732	RG5Z4	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Nitrospirae	0.000911759
741	RJG15D1	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Nitrospirae	0.003537578
742	RJG15D2	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Nitrospirae	0.004101098
743	RJG15D3	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Nitrospirae	0.002313737
744	RJG15D4	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Nitrospirae	0.003689346
745	RJG28D1	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Nitrospirae	0.005749804
746	RJG28D2	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Nitrospirae	0.004698972
747	RJG28D3	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Nitrospirae	0.000286273
748	RJG28D4	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Nitrospirae	0.004279333
753	RJG36D1	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Nitrospirae	0.003847678
754	RJG36D2	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Nitrospirae	0.002476914
755	RJG36D3	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Nitrospirae	0.001305361
756	RJG36D4	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Nitrospirae	0.002493666
765	RJG5D1	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	Nitrospirae	0.003333289
766	RJG5D2	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	Nitrospirae	0.003257979
767	RJG5D3	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	Nitrospirae	0.002487462
768	RJG5D4	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	Nitrospirae	0.003459655
769	G01	Soil	Soil	GE	G0	Soil	0	Candidatus_Saccharibacteria	0.000660547
770	G02	Soil	Soil	GE	G0	Soil	0	Candidatus_Saccharibacteria	0.000300793
771	G03	Soil	Soil	GE	G0	Soil	0	Candidatus_Saccharibacteria	0.000520745
772	G04	Soil	Soil	GE	G0	Soil	0	Candidatus_Saccharibacteria	0.000467386
773	G151	Soil	Soil	GE	G15	Soil	15	Candidatus_Saccharibacteria	0.001033676
774	G152	Soil	Soil	GE	G15	Soil	15	Candidatus_Saccharibacteria	0.00113203
775	G153	Soil	Soil	GE	G15	Soil	15	Candidatus_Saccharibacteria	0.002008471
776	G154	Soil	Soil	GE	G15	Soil	15	Candidatus_Saccharibacteria	0.000698193
777	G281	Soil	Soil	GE	G28	Soil	28	Candidatus_Saccharibacteria	0.000737362
778	G282	Soil	Soil	GE	G28	Soil	28	Candidatus_Saccharibacteria	0.000532685
779	G283	Soil	Soil	GE	G28	Soil	28	Candidatus_Saccharibacteria	0.000564031
780	G284	Soil	Soil	GE	G28	Soil	28	Candidatus_Saccharibacteria	0.000689898
781	G361	Soil	Soil	GE	G36	Soil	36	Candidatus_Saccharibacteria	0.000484138
782	G362	Soil	Soil	GE	G36	Soil	36	Candidatus_Saccharibacteria	0.000978673
783	G363	Soil	Soil	GE	G36	Soil	36	Candidatus_Saccharibacteria	0.00115326
784	G364	Soil	Soil	GE	G36	Soil	36	Candidatus_Saccharibacteria	0.003371431
785	G51	Soil	Soil	GE	G5	Soil	5	Candidatus_Saccharibacteria	0.002361104
786	G52	Soil	Soil	GE	G5	Soil	5	Candidatus_Saccharibacteria	0.000797772
787	G53	Soil	Soil	GE	G5	Soil	5	Candidatus_Saccharibacteria	0.000740831
788	G54	Soil	Soil	GE	G5	Soil	5	Candidatus_Saccharibacteria	0.00041656
797	RBG15D1	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	Candidatus_Saccharibacteria	0.004298297
798	RBG15D2	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	Candidatus_Saccharibacteria	0.007316012
799	RBG15D3	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	Candidatus_Saccharibacteria	0.012384766
800	RBG15D4	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	Candidatus_Saccharibacteria	0.006248101
801	RBG28D1	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Candidatus_Saccharibacteria	0.009349539
802	RBG28D2	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Candidatus_Saccharibacteria	0.008285634
803	RBG28D3	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Candidatus_Saccharibacteria	0.006880183
804	RBG28D4	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Candidatus_Saccharibacteria	0.009027036
809	RBG36D1	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Candidatus_Saccharibacteria	0.002970535
810	RBG36D2	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Candidatus_Saccharibacteria	0.002448914
811	RBG36D3	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Candidatus_Saccharibacteria	0.006600881
812	RBG36D4	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Candidatus_Saccharibacteria	0.003600081
821	RBG5D1	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Candidatus_Saccharibacteria	0.001176191
822	RBG5D2	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Candidatus_Saccharibacteria	0.003396513
823	RBG5D3	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Candidatus_Saccharibacteria	0.002944766
824	RBG5D4	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Candidatus_Saccharibacteria	0.00213997
833	RG15D1	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Candidatus_Saccharibacteria	0.000969188
834	RG15D2	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Candidatus_Saccharibacteria	0.004075331
835	RG15D3	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Candidatus_Saccharibacteria	0.004717756
836	RG15D4	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Candidatus_Saccharibacteria	0.000802884
837	RG28D1	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Candidatus_Saccharibacteria	0.0056136
838	RG28D2	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Candidatus_Saccharibacteria	0.014619126
839	RG28D3	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Candidatus_Saccharibacteria	0.0054585
840	RG28D4	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Candidatus_Saccharibacteria	0.001600469
845	RG36D1	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Candidatus_Saccharibacteria	0.004919499
846	RG36D2	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Candidatus_Saccharibacteria	0.002706582
847	RG36D3	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Candidatus_Saccharibacteria	0.007513879
848	RG36D4	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Candidatus_Saccharibacteria	0.003567182
857	RG5Z1	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Candidatus_Saccharibacteria	0.004760533
858	RG5Z2	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Candidatus_Saccharibacteria	0.002977647
859	RG5Z3	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Candidatus_Saccharibacteria	0.002513181
860	RG5Z4	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Candidatus_Saccharibacteria	0.002507337
869	RJG15D1	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Candidatus_Saccharibacteria	0.002135896
870	RJG15D2	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Candidatus_Saccharibacteria	0.002538139
871	RJG15D3	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Candidatus_Saccharibacteria	0.002712658
872	RJG15D4	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Candidatus_Saccharibacteria	0.002058548
873	RJG28D1	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Candidatus_Saccharibacteria	0.00097161
874	RJG28D2	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Candidatus_Saccharibacteria	0.002616473
875	RJG28D3	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Candidatus_Saccharibacteria	0.000298719
876	RJG28D4	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Candidatus_Saccharibacteria	0.001631496
881	RJG36D1	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Candidatus_Saccharibacteria	0.000809168
882	RJG36D2	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Candidatus_Saccharibacteria	0.002638451
883	RJG36D3	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Candidatus_Saccharibacteria	0.001265401
884	RJG36D4	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Candidatus_Saccharibacteria	0.002173623
893	RJG5D1	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	Candidatus_Saccharibacteria	0.000849922
894	RJG5D2	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	Candidatus_Saccharibacteria	0.00168883
895	RJG5D3	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	Candidatus_Saccharibacteria	0.001069876
896	RJG5D4	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	Candidatus_Saccharibacteria	0.001250798
897	G01	Soil	Soil	GE	G0	Soil	0	Armatimonadetes	0.018398998
898	G02	Soil	Soil	GE	G0	Soil	0	Armatimonadetes	0.014451736
899	G03	Soil	Soil	GE	G0	Soil	0	Armatimonadetes	0.017677194
900	G04	Soil	Soil	GE	G0	Soil	0	Armatimonadetes	0.016234793
901	G151	Soil	Soil	GE	G15	Soil	15	Armatimonadetes	0.010105544
902	G152	Soil	Soil	GE	G15	Soil	15	Armatimonadetes	0.008395887
903	G153	Soil	Soil	GE	G15	Soil	15	Armatimonadetes	0.010725509
904	G154	Soil	Soil	GE	G15	Soil	15	Armatimonadetes	0.00655227
905	G281	Soil	Soil	GE	G28	Soil	28	Armatimonadetes	0.0126444
906	G282	Soil	Soil	GE	G28	Soil	28	Armatimonadetes	0.015802988
907	G283	Soil	Soil	GE	G28	Soil	28	Armatimonadetes	0.010259991
908	G284	Soil	Soil	GE	G28	Soil	28	Armatimonadetes	0.014717818
909	G361	Soil	Soil	GE	G36	Soil	36	Armatimonadetes	0.005419653
910	G362	Soil	Soil	GE	G36	Soil	36	Armatimonadetes	0.006850708
911	G363	Soil	Soil	GE	G36	Soil	36	Armatimonadetes	0.006013427
912	G364	Soil	Soil	GE	G36	Soil	36	Armatimonadetes	0.00465845
913	G51	Soil	Soil	GE	G5	Soil	5	Armatimonadetes	0.007292118
914	G52	Soil	Soil	GE	G5	Soil	5	Armatimonadetes	0.010736113
915	G53	Soil	Soil	GE	G5	Soil	5	Armatimonadetes	0.010398567
916	G54	Soil	Soil	GE	G5	Soil	5	Armatimonadetes	0.006154342
925	RBG15D1	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	Armatimonadetes	0.004430146
926	RBG15D2	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	Armatimonadetes	0.003414139
927	RBG15D3	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	Armatimonadetes	0.00381786
928	RBG15D4	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	Armatimonadetes	0.003038189
929	RBG28D1	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Armatimonadetes	0.004461066
930	RBG28D2	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Armatimonadetes	0.00321552
931	RBG28D3	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Armatimonadetes	0.00238673
932	RBG28D4	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Armatimonadetes	0.004593101
937	RBG36D1	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Armatimonadetes	0.00185993
938	RBG36D2	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Armatimonadetes	0.001552317
939	RBG36D3	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Armatimonadetes	0.001539759
940	RBG36D4	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Armatimonadetes	0.002332637
949	RBG5D1	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Armatimonadetes	0.004189353
950	RBG5D2	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Armatimonadetes	0.00391598
951	RBG5D3	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Armatimonadetes	0.00343556
952	RBG5D4	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Armatimonadetes	0.003949697
961	RG15D1	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Armatimonadetes	0.000740352
962	RG15D2	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Armatimonadetes	0.002684433
963	RG15D3	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Armatimonadetes	0.003254654
964	RG15D4	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Armatimonadetes	0.001075562
965	RG28D1	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Armatimonadetes	0.002814015
966	RG28D2	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Armatimonadetes	0.003719498
967	RG28D3	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Armatimonadetes	0.002065748
968	RG28D4	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Armatimonadetes	0.002013924
973	RG36D1	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Armatimonadetes	0.001897327
974	RG36D2	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Armatimonadetes	0.001230265
975	RG36D3	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Armatimonadetes	0.001399346
976	RG36D4	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Armatimonadetes	0.001908028
985	RG5Z1	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Armatimonadetes	0.002620351
986	RG5Z2	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Armatimonadetes	0.003167999
987	RG5Z3	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Armatimonadetes	0.004821482
988	RG5Z4	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Armatimonadetes	0.003091432
997	RJG15D1	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Armatimonadetes	0.003030303
998	RJG15D2	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Armatimonadetes	0.00349996
999	RJG15D3	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Armatimonadetes	0.002646171
1000	RJG15D4	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Armatimonadetes	0.003609143
1001	RJG28D1	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Armatimonadetes	0.003287503
1002	RJG28D2	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Armatimonadetes	0.003577626
1003	RJG28D3	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Armatimonadetes	0.000423186
1004	RJG28D4	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Armatimonadetes	0.003918265
1009	RJG36D1	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Armatimonadetes	0.004177951
1010	RJG36D2	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Armatimonadetes	0.002409606
1011	RJG36D3	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Armatimonadetes	0.001078921
1012	RJG36D4	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Armatimonadetes	0.00240032
1021	RJG5D1	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	Armatimonadetes	0.002456807
1022	RJG5D2	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	Armatimonadetes	0.003364362
1023	RJG5D3	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	Armatimonadetes	0.003945169
1024	RJG5D4	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	Armatimonadetes	0.004258037
1025	G01	Soil	Soil	GE	G0	Soil	0	candidate_division_WPS.1	0.017903588
1026	G02	Soil	Soil	GE	G0	Soil	0	candidate_division_WPS.1	0.00715067
1027	G03	Soil	Soil	GE	G0	Soil	0	candidate_division_WPS.1	0.014454203
1028	G04	Soil	Soil	GE	G0	Soil	0	candidate_division_WPS.1	0.012619424
