	SampleID	Compartment	Cultivar	Site	Group	Type	Age	Phylum2	RA
1029	G151	Soil	Soil	GE	G15	Soil	15	candidate_division_WPS.1	0.014553071
1030	G152	Soil	Soil	GE	G15	Soil	15	candidate_division_WPS.1	0.014177324
1031	G153	Soil	Soil	GE	G15	Soil	15	candidate_division_WPS.1	0.014851756
1032	G154	Soil	Soil	GE	G15	Soil	15	candidate_division_WPS.1	0.016501517
1033	G281	Soil	Soil	GE	G28	Soil	28	candidate_division_WPS.1	0.00823388
1034	G282	Soil	Soil	GE	G28	Soil	28	candidate_division_WPS.1	0.00717076
1035	G283	Soil	Soil	GE	G28	Soil	28	candidate_division_WPS.1	0.018116137
1036	G284	Soil	Soil	GE	G28	Soil	28	candidate_division_WPS.1	0.008373465
1037	G361	Soil	Soil	GE	G36	Soil	36	candidate_division_WPS.1	0.001667586
1038	G362	Soil	Soil	GE	G36	Soil	36	candidate_division_WPS.1	0.015925672
1039	G363	Soil	Soil	GE	G36	Soil	36	candidate_division_WPS.1	0.01750484
1040	G364	Soil	Soil	GE	G36	Soil	36	candidate_division_WPS.1	0.012898172
1041	G51	Soil	Soil	GE	G5	Soil	5	candidate_division_WPS.1	0.019001269
1042	G52	Soil	Soil	GE	G5	Soil	5	candidate_division_WPS.1	0.004597328
1043	G53	Soil	Soil	GE	G5	Soil	5	candidate_division_WPS.1	0.005360919
1044	G54	Soil	Soil	GE	G5	Soil	5	candidate_division_WPS.1	0.019108023
1053	RBG15D1	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	candidate_division_WPS.1	0.014753969
1054	RBG15D2	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	candidate_division_WPS.1	0.010242417
1055	RBG15D3	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	candidate_division_WPS.1	0.012025594
1056	RBG15D4	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	candidate_division_WPS.1	0.009642947
1057	RBG28D1	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	candidate_division_WPS.1	0.007853613
1058	RBG28D2	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	candidate_division_WPS.1	0.006364328
1059	RBG28D3	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	candidate_division_WPS.1	0.004293448
1060	RBG28D4	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	candidate_division_WPS.1	0.014472817
1065	RBG36D1	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	candidate_division_WPS.1	0.007908047
1066	RBG36D2	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	candidate_division_WPS.1	0.006289561
1067	RBG36D3	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	candidate_division_WPS.1	0.004525553
1068	RBG36D4	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	candidate_division_WPS.1	0.005649565
1077	RBG5D1	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	candidate_division_WPS.1	0.013598879
1078	RBG5D2	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	candidate_division_WPS.1	0.014172117
1079	RBG5D3	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	candidate_division_WPS.1	0.010837269
1080	RBG5D4	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	candidate_division_WPS.1	0.010343188
1089	RG15D1	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	candidate_division_WPS.1	0.000524977
1090	RG15D2	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	candidate_division_WPS.1	0.001543897
1091	RG15D3	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	candidate_division_WPS.1	0.001746764
1092	RG15D4	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	candidate_division_WPS.1	0.001651215
1093	RG28D1	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	candidate_division_WPS.1	0.002972755
1094	RG28D2	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	candidate_division_WPS.1	0.002874777
1095	RG28D3	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	candidate_division_WPS.1	0.002585605
1096	RG28D4	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	candidate_division_WPS.1	0.001480434
1101	RG36D1	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	candidate_division_WPS.1	0.001666938
1102	RG36D2	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	candidate_division_WPS.1	0.001544665
1103	RG36D3	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	candidate_division_WPS.1	0.001521028
1104	RG36D4	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	candidate_division_WPS.1	0.001603849
1113	RG5Z1	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	candidate_division_WPS.1	0.002304811
1114	RG5Z2	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	candidate_division_WPS.1	0.004405286
1115	RG5Z3	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	candidate_division_WPS.1	0.004083918
1116	RG5Z4	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	candidate_division_WPS.1	0.004216885
1125	RJG15D1	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	candidate_division_WPS.1	0.007448939
1126	RJG15D2	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	candidate_division_WPS.1	0.007534265
1127	RJG15D3	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	candidate_division_WPS.1	0.005624776
1128	RJG15D4	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	candidate_division_WPS.1	0.006897474
1129	RJG28D1	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	candidate_division_WPS.1	0.007653095
1130	RJG28D2	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	candidate_division_WPS.1	0.006688026
1131	RJG28D3	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	candidate_division_WPS.1	0.000410739
1132	RJG28D4	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	candidate_division_WPS.1	0.007943513
1137	RJG36D1	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	candidate_division_WPS.1	0.006242156
1138	RJG36D2	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	candidate_division_WPS.1	0.007323049
1139	RJG36D3	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	candidate_division_WPS.1	0.002703963
1140	RJG36D4	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	candidate_division_WPS.1	0.006440859
1149	RJG5D1	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	candidate_division_WPS.1	0.004435532
1150	RJG5D2	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	candidate_division_WPS.1	0.006117021
1151	RJG5D3	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	candidate_division_WPS.1	0.004480107
1152	RJG5D4	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	candidate_division_WPS.1	0.005828188
1153	G01	Soil	Soil	GE	G0	Soil	0	Verrucomicrobia	0.028981518
1154	G02	Soil	Soil	GE	G0	Soil	0	Verrucomicrobia	0.014602133
1155	G03	Soil	Soil	GE	G0	Soil	0	Verrucomicrobia	0.022476496
1156	G04	Soil	Soil	GE	G0	Soil	0	Verrucomicrobia	0.017678191
1157	G151	Soil	Soil	GE	G15	Soil	15	Verrucomicrobia	0.024019368
1158	G152	Soil	Soil	GE	G15	Soil	15	Verrucomicrobia	0.023853483
1159	G153	Soil	Soil	GE	G15	Soil	15	Verrucomicrobia	0.021997541
1160	G154	Soil	Soil	GE	G15	Soil	15	Verrucomicrobia	0.028075405
1161	G281	Soil	Soil	GE	G28	Soil	28	Verrucomicrobia	0.017887866
1162	G282	Soil	Soil	GE	G28	Soil	28	Verrucomicrobia	0.021334717
1163	G283	Soil	Soil	GE	G28	Soil	28	Verrucomicrobia	0.028389557
1164	G284	Soil	Soil	GE	G28	Soil	28	Verrucomicrobia	0.020466966
1165	G361	Soil	Soil	GE	G36	Soil	36	Verrucomicrobia	0.005379308
1166	G362	Soil	Soil	GE	G36	Soil	36	Verrucomicrobia	0.039540914
1167	G363	Soil	Soil	GE	G36	Soil	36	Verrucomicrobia	0.041434985
1168	G364	Soil	Soil	GE	G36	Soil	36	Verrucomicrobia	0.023278262
1169	G51	Soil	Soil	GE	G5	Soil	5	Verrucomicrobia	0.025522414
1170	G52	Soil	Soil	GE	G5	Soil	5	Verrucomicrobia	0.011898967
1171	G53	Soil	Soil	GE	G5	Soil	5	Verrucomicrobia	0.013725569
1172	G54	Soil	Soil	GE	G5	Soil	5	Verrucomicrobia	0.025383303
1181	RBG15D1	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	Verrucomicrobia	0.01286852
1182	RBG15D2	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	Verrucomicrobia	0.014579296
1183	RBG15D3	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	Verrucomicrobia	0.014606308
1184	RBG15D4	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	Verrucomicrobia	0.013803944
1185	RBG28D1	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Verrucomicrobia	0.012528383
1186	RBG28D2	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Verrucomicrobia	0.009753299
1187	RBG28D3	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Verrucomicrobia	0.008000213
1188	RBG28D4	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Verrucomicrobia	0.012881148
1193	RBG36D1	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Verrucomicrobia	0.019495812
1194	RBG36D2	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Verrucomicrobia	0.016941668
1195	RBG36D3	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Verrucomicrobia	0.010416806
1196	RBG36D4	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Verrucomicrobia	0.019281332
1205	RBG5D1	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Verrucomicrobia	0.013863192
1206	RBG5D2	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Verrucomicrobia	0.016090147
1207	RBG5D3	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Verrucomicrobia	0.012455563
1208	RBG5D4	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Verrucomicrobia	0.013923014
1217	RG15D1	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Verrucomicrobia	0.002261438
1218	RG15D2	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Verrucomicrobia	0.007524758
1219	RG15D3	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Verrucomicrobia	0.011316642
1220	RG15D4	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Verrucomicrobia	0.007771314
1221	RG28D1	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Verrucomicrobia	0.011804433
1222	RG28D2	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Verrucomicrobia	0.008188346
1223	RG28D3	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Verrucomicrobia	0.005225933
1224	RG28D4	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Verrucomicrobia	0.004347942
1229	RG36D1	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Verrucomicrobia	0.008958096
1230	RG36D2	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Verrucomicrobia	0.007340578
1231	RG36D3	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Verrucomicrobia	0.006966309
1232	RG36D4	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Verrucomicrobia	0.010369715
1241	RG5Z1	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Verrucomicrobia	0.007449479
1242	RG5Z2	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Verrucomicrobia	0.009639963
1243	RG5Z3	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Verrucomicrobia	0.011691753
1244	RG5Z4	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Verrucomicrobia	0.00971593
1253	RJG15D1	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Verrucomicrobia	0.009651582
1254	RJG15D2	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Verrucomicrobia	0.010419728
1255	RJG15D3	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Verrucomicrobia	0.00840392
1256	RJG15D4	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Verrucomicrobia	0.011281914
1257	RJG28D1	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Verrucomicrobia	0.007187255
1258	RJG28D2	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Verrucomicrobia	0.007916166
1259	RJG28D3	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Verrucomicrobia	0.007194155
1260	RJG28D4	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Verrucomicrobia	0.007890021
1265	RJG36D1	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Verrucomicrobia	0.017388863
1266	RJG36D2	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Verrucomicrobia	0.019573002
1267	RJG36D3	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Verrucomicrobia	0.008125208
1268	RJG36D4	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Verrucomicrobia	0.014455261
1277	RJG5D1	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	Verrucomicrobia	0.006706418
1278	RJG5D2	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	Verrucomicrobia	0.007832447
1279	RJG5D3	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	Verrucomicrobia	0.00998997
1280	RJG5D4	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	Verrucomicrobia	0.008808814
1281	G01	Soil	Soil	GE	G0	Soil	0	Gemmatimonadetes	0.028775097
1282	G02	Soil	Soil	GE	G0	Soil	0	Gemmatimonadetes	0.024993164
1283	G03	Soil	Soil	GE	G0	Soil	0	Gemmatimonadetes	0.028232844
1284	G04	Soil	Soil	GE	G0	Soil	0	Gemmatimonadetes	0.030297615
1285	G151	Soil	Soil	GE	G15	Soil	15	Gemmatimonadetes	0.037402753
1286	G152	Soil	Soil	GE	G15	Soil	15	Gemmatimonadetes	0.040820452
1287	G153	Soil	Soil	GE	G15	Soil	15	Gemmatimonadetes	0.022912966
1288	G154	Soil	Soil	GE	G15	Soil	15	Gemmatimonadetes	0.050605548
1289	G281	Soil	Soil	GE	G28	Soil	28	Gemmatimonadetes	0.032812628
1290	G282	Soil	Soil	GE	G28	Soil	28	Gemmatimonadetes	0.037465512
1291	G283	Soil	Soil	GE	G28	Soil	28	Gemmatimonadetes	0.082348517
1292	G284	Soil	Soil	GE	G28	Soil	28	Gemmatimonadetes	0.031004816
1293	G361	Soil	Soil	GE	G36	Soil	36	Gemmatimonadetes	0.012130341
1294	G362	Soil	Soil	GE	G36	Soil	36	Gemmatimonadetes	0.043531864
1295	G363	Soil	Soil	GE	G36	Soil	36	Gemmatimonadetes	0.038304708
1296	G364	Soil	Soil	GE	G36	Soil	36	Gemmatimonadetes	0.023627995
1297	G51	Soil	Soil	GE	G5	Soil	5	Gemmatimonadetes	0.059204292
1298	G52	Soil	Soil	GE	G5	Soil	5	Gemmatimonadetes	0.013589161
1299	G53	Soil	Soil	GE	G5	Soil	5	Gemmatimonadetes	0.014681914
1300	G54	Soil	Soil	GE	G5	Soil	5	Gemmatimonadetes	0.040151037
1309	RBG15D1	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	Gemmatimonadetes	0.01111492
1310	RBG15D2	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	Gemmatimonadetes	0.015910679
1311	RBG15D3	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	Gemmatimonadetes	0.009790749
1312	RBG15D4	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	Gemmatimonadetes	0.012958535
1313	RBG28D1	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Gemmatimonadetes	0.013142781
1314	RBG28D2	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Gemmatimonadetes	0.010473789
1315	RBG28D3	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Gemmatimonadetes	0.010360276
1316	RBG28D4	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Gemmatimonadetes	0.016985379
1321	RBG36D1	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Gemmatimonadetes	0.009018653
1322	RBG36D2	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Gemmatimonadetes	0.00602192
1323	RBG36D3	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Gemmatimonadetes	0.004686224
1324	RBG36D4	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Gemmatimonadetes	0.008305805
1333	RBG5D1	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Gemmatimonadetes	0.00906592
1334	RBG5D2	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Gemmatimonadetes	0.011188513
1335	RBG5D3	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Gemmatimonadetes	0.009311827
1336	RBG5D4	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Gemmatimonadetes	0.011875512
1345	RG15D1	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Gemmatimonadetes	0.001251868
1346	RG15D2	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Gemmatimonadetes	0.005507956
1347	RG15D3	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Gemmatimonadetes	0.007121422
1348	RG15D4	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Gemmatimonadetes	0.007544083
1349	RG28D1	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Gemmatimonadetes	0.01584507
1350	RG28D2	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Gemmatimonadetes	0.012929684
1351	RG28D3	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Gemmatimonadetes	0.005581624
1352	RG28D4	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Gemmatimonadetes	0.003561045
1357	RG36D1	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Gemmatimonadetes	0.003455846
1358	RG36D2	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Gemmatimonadetes	0.003540428
1359	RG36D3	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Gemmatimonadetes	0.002920374
1360	RG36D4	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Gemmatimonadetes	0.003027957
1369	RG5Z1	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Gemmatimonadetes	0.011825877
1370	RG5Z2	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Gemmatimonadetes	0.014697884
1371	RG5Z3	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Gemmatimonadetes	0.014204933
1372	RG5Z4	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Gemmatimonadetes	0.013847337
1381	RJG15D1	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Gemmatimonadetes	0.0103057
1382	RJG15D2	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Gemmatimonadetes	0.013959764
1383	RJG15D3	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Gemmatimonadetes	0.006914618
1384	RJG15D4	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Gemmatimonadetes	0.010546718
1385	RJG28D1	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Gemmatimonadetes	0.012071926
1386	RJG28D2	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Gemmatimonadetes	0.013015619
1387	RJG28D3	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Gemmatimonadetes	0.000858818
1388	RJG28D4	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Gemmatimonadetes	0.015071278
1393	RJG36D1	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Gemmatimonadetes	0.014251272
1394	RJG36D2	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Gemmatimonadetes	0.007780739
1395	RJG36D3	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Gemmatimonadetes	0.003822844
1396	RJG36D4	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Gemmatimonadetes	0.009307908
1405	RJG5D1	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	Gemmatimonadetes	0.007131379
1406	RJG5D2	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	Gemmatimonadetes	0.011210106
1407	RJG5D3	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	Gemmatimonadetes	0.010591775
1408	RJG5D4	Rhizosphere	Stipa grandis	GE	RJ.G5D	non-d	5	Gemmatimonadetes	0.0150495
1409	G01	Soil	Soil	GE	G0	Soil	0	Thaumarchaeota	0.010706373
1410	G02	Soil	Soil	GE	G0	Soil	0	Thaumarchaeota	0.024651354
1411	G03	Soil	Soil	GE	G0	Soil	0	Thaumarchaeota	0.016452739
1412	G04	Soil	Soil	GE	G0	Soil	0	Thaumarchaeota	0.020235068
1413	G151	Soil	Soil	GE	G15	Soil	15	Thaumarchaeota	0.011016811
1414	G152	Soil	Soil	GE	G15	Soil	15	Thaumarchaeota	0.006576554
1415	G153	Soil	Soil	GE	G15	Soil	15	Thaumarchaeota	0.019005329
1416	G154	Soil	Soil	GE	G15	Soil	15	Thaumarchaeota	0.007559279
1417	G281	Soil	Soil	GE	G28	Soil	28	Thaumarchaeota	0.010391348
1418	G282	Soil	Soil	GE	G28	Soil	28	Thaumarchaeota	0.005094654
1419	G283	Soil	Soil	GE	G28	Soil	28	Thaumarchaeota	0.007547271
1420	G284	Soil	Soil	GE	G28	Soil	28	Thaumarchaeota	0.015935285
1421	G361	Soil	Soil	GE	G36	Soil	36	Thaumarchaeota	0.200675103
1422	G362	Soil	Soil	GE	G36	Soil	36	Thaumarchaeota	0.006647347
1423	G363	Soil	Soil	GE	G36	Soil	36	Thaumarchaeota	0.019674067
1424	G364	Soil	Soil	GE	G36	Soil	36	Thaumarchaeota	0.039282067
1425	G51	Soil	Soil	GE	G5	Soil	5	Thaumarchaeota	0.007147561
1426	G52	Soil	Soil	GE	G5	Soil	5	Thaumarchaeota	0.01828114
1427	G53	Soil	Soil	GE	G5	Soil	5	Thaumarchaeota	0.013361889
1428	G54	Soil	Soil	GE	G5	Soil	5	Thaumarchaeota	0.01875865
1437	RBG15D1	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	Thaumarchaeota	0.017720584
1438	RBG15D2	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	Thaumarchaeota	0.019179816
1439	RBG15D3	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	Thaumarchaeota	0.01140037
1440	RBG15D4	Rhizoplane	Stipa grandis	GE	RB.G15D	dominant	15	Thaumarchaeota	0.025745347
1441	RBG28D1	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Thaumarchaeota	0.005569654
1442	RBG28D2	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Thaumarchaeota	0.0046565
1443	RBG28D3	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Thaumarchaeota	0.003946772
1444	RBG28D4	Rhizoplane	Stipa grandis	GE	RB.G28D	dominant	28	Thaumarchaeota	0.018668001
1449	RBG36D1	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Thaumarchaeota	0.030280729
1450	RBG36D2	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Thaumarchaeota	0.04065465
1451	RBG36D3	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Thaumarchaeota	0.004110488
1452	RBG36D4	Rhizoplane	Stipa grandis	GE	RB.G36D	non-d	36	Thaumarchaeota	0.030189442
1461	RBG5D1	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Thaumarchaeota	0.017973252
1462	RBG5D2	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Thaumarchaeota	0.022763296
1463	RBG5D3	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Thaumarchaeota	0.020772537
1464	RBG5D4	Rhizoplane	Stipa grandis	GE	RB.G5D	non-d	5	Thaumarchaeota	0.018665293
1473	RG15D1	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Thaumarchaeota	0.000955727
1474	RG15D2	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Thaumarchaeota	0.006092133
1475	RG15D3	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Thaumarchaeota	0.001612398
1476	RG15D4	Endosphere	Stipa grandis	GE	R.G15D	dominant	15	Thaumarchaeota	0.000893777
1477	RG28D1	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Thaumarchaeota	0.004834334
1478	RG28D2	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Thaumarchaeota	0.004169108
1479	RG28D3	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Thaumarchaeota	0.00452823
1480	RG28D4	Endosphere	Stipa grandis	GE	R.G28D	dominant	28	Thaumarchaeota	0.00682867
1485	RG36D1	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Thaumarchaeota	0.006681303
1486	RG36D2	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Thaumarchaeota	0.00798305
1487	RG36D3	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Thaumarchaeota	0.002631379
1488	RG36D4	Endosphere	Stipa grandis	GE	R.G36D	non-d	36	Thaumarchaeota	0.004203191
1497	RG5Z1	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Thaumarchaeota	0.005487646
1498	RG5Z2	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Thaumarchaeota	0.009843911
1499	RG5Z3	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Thaumarchaeota	0.008837108
1500	RG5Z4	Endosphere	Stipa grandis	GE	R.G5Z	non-d	5	Thaumarchaeota	0.008077613
1509	RJG15D1	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Thaumarchaeota	0.002603124
1510	RJG15D2	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Thaumarchaeota	0.013225039
1511	RJG15D3	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Thaumarchaeota	0.00795181
1512	RJG15D4	Rhizosphere	Stipa grandis	GE	RJ.G15D	dominant	15	Thaumarchaeota	0.01068039
1513	RJG28D1	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Thaumarchaeota	0.017036455
1514	RJG28D2	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Thaumarchaeota	0.008436791
1515	RJG28D3	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Thaumarchaeota	0.001045517
1516	RJG28D4	Rhizosphere	Stipa grandis	GE	RJ.G28D	dominant	28	Thaumarchaeota	0.011500709
1521	RJG36D1	Rhizosphere	Stipa grandis	GE	RJ.G36D	non-d	36	Thaumarchaeota	0.006506374
