	SampleID	Compartment	Cultivar	Site	Group	Type	Age	Phylum2	RA
452	L254	Soil	Soil	AL	L25	NA	25	Chloroflexi	0.004276452
453	L401	Soil	Soil	AL	L40	NA	40	Chloroflexi	0.007552748
454	L402	Soil	Soil	AL	L40	NA	40	Chloroflexi	0.006452651
455	L403	Soil	Soil	AL	L40	NA	40	Chloroflexi	0.008971154
456	L404	Soil	Soil	AL	L40	NA	40	Chloroflexi	0.008180483
461	RBL15S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Chloroflexi	0.000972283
462	RBL15S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Chloroflexi	0.001001543
463	RBL15S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Chloroflexi	0.000632026
464	RBL15S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Chloroflexi	0.001224985
469	RBL25S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Chloroflexi	0.001760258
470	RBL25S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Chloroflexi	0.000781747
471	RBL25S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Chloroflexi	0.001876098
472	RBL25S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Chloroflexi	0.001138575
477	RBL40S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Chloroflexi	0.00130852
478	RBL40S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Chloroflexi	0.001204453
479	RBL40S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Chloroflexi	0.000874253
480	RBL40S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Chloroflexi	0.001471544
485	RJL15S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Chloroflexi	0.001310061
486	RJL15S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Chloroflexi	0.00164197
487	RJL15S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Chloroflexi	0.001379713
488	RJL15S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Chloroflexi	0.001414654
493	RJL25S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Chloroflexi	0.00053168
494	RJL25S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Chloroflexi	0.001546316
495	RJL25S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Chloroflexi	0.001630954
496	RJL25S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Chloroflexi	0.000530926
501	RJL40S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Chloroflexi	0.000945092
502	RJL40S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Chloroflexi	0.00127804
503	RJL40S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Chloroflexi	0.00131271
504	RJL40S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Chloroflexi	0.001182159
509	RL15S1	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Chloroflexi	0.000550262
510	RL15S2	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Chloroflexi	0.002634823
511	RL15S3	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Chloroflexi	0.000479762
512	RL15S4	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Chloroflexi	0.000348195
517	RL25S1	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Chloroflexi	0.002167369
518	RL25S2	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Chloroflexi	0.000827116
519	RL25S3	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Chloroflexi	0.000321318
520	RL25S4	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Chloroflexi	0.000615109
525	RL40S1	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Chloroflexi	0.001436094
526	RL40S2	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Chloroflexi	0.001077746
527	RL40S3	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Chloroflexi	0.001010855
528	RL40S4	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Chloroflexi	0.00064546
529	L151	Soil	Soil	AL	L15	NA	15	Armatimonadetes	0.006676709
530	L152	Soil	Soil	AL	L15	NA	15	Armatimonadetes	0.00997391
531	L153	Soil	Soil	AL	L15	NA	15	Armatimonadetes	0.00700535
532	L154	Soil	Soil	AL	L15	NA	15	Armatimonadetes	0.006097979
533	L21	Soil	Soil	AL	L2	NA	2	Armatimonadetes	0.011681262
534	L22	Soil	Soil	AL	L2	NA	2	Armatimonadetes	0.010929344
535	L23	Soil	Soil	AL	L2	NA	2	Armatimonadetes	0.010890509
536	L24	Soil	Soil	AL	L2	NA	2	Armatimonadetes	0.001237677
537	L251	Soil	Soil	AL	L25	NA	25	Armatimonadetes	0.006875415
538	L252	Soil	Soil	AL	L25	NA	25	Armatimonadetes	0.007692944
539	L253	Soil	Soil	AL	L25	NA	25	Armatimonadetes	0.006828557
540	L254	Soil	Soil	AL	L25	NA	25	Armatimonadetes	0.006138778
541	L401	Soil	Soil	AL	L40	NA	40	Armatimonadetes	0.008775702
542	L402	Soil	Soil	AL	L40	NA	40	Armatimonadetes	0.012180889
543	L403	Soil	Soil	AL	L40	NA	40	Armatimonadetes	0.010565426
544	L404	Soil	Soil	AL	L40	NA	40	Armatimonadetes	0.007708791
549	RBL15S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Armatimonadetes	0.001744782
550	RBL15S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Armatimonadetes	0.002097826
551	RBL15S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Armatimonadetes	0.001438868
552	RBL15S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Armatimonadetes	0.001924976
557	RBL25S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Armatimonadetes	0.003880569
558	RBL25S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Armatimonadetes	0.001775493
559	RBL25S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Armatimonadetes	0.002980467
560	RBL25S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Armatimonadetes	0.002383064
565	RBL40S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Armatimonadetes	0.000859129
566	RBL40S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Armatimonadetes	0.00115151
567	RBL40S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Armatimonadetes	0.000556343
568	RBL40S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Armatimonadetes	0.001670401
573	RJL15S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Armatimonadetes	0.002236367
574	RJL15S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Armatimonadetes	0.002543707
575	RJL15S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Armatimonadetes	0.001950171
576	RJL15S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Armatimonadetes	0.001895102
581	RJL25S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Armatimonadetes	0.00144798
582	RJL25S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Armatimonadetes	0.001826253
583	RJL25S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Armatimonadetes	0.002864114
584	RJL25S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Armatimonadetes	0.000358375
589	RJL40S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Armatimonadetes	0.000798669
590	RJL40S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Armatimonadetes	0.001038408
591	RJL40S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Armatimonadetes	0.00135837
592	RJL40S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Armatimonadetes	0.001500943
597	RL15S1	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Armatimonadetes	0.000469736
598	RL15S2	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Armatimonadetes	0.005007704
599	RL15S3	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Armatimonadetes	0.001711151
600	RL15S4	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Armatimonadetes	0.000617255
605	RL25S1	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Armatimonadetes	0.001950632
606	RL25S2	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Armatimonadetes	0.000405118
607	RL25S3	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Armatimonadetes	0.000423556
608	RL25S4	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Armatimonadetes	0.00083296
613	RL40S1	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Armatimonadetes	0.00087036
614	RL40S2	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Armatimonadetes	0.001077746
615	RL40S3	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Armatimonadetes	0.000824236
616	RL40S4	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Armatimonadetes	0.000728212
617	L151	Soil	Soil	AL	L15	NA	15	Candidatus_Saccharibacteria	0.001465619
618	L152	Soil	Soil	AL	L15	NA	15	Candidatus_Saccharibacteria	0.001453962
619	L153	Soil	Soil	AL	L15	NA	15	Candidatus_Saccharibacteria	0.001067221
620	L154	Soil	Soil	AL	L15	NA	15	Candidatus_Saccharibacteria	0.001397739
621	L21	Soil	Soil	AL	L2	NA	2	Candidatus_Saccharibacteria	0.001021236
622	L22	Soil	Soil	AL	L2	NA	2	Candidatus_Saccharibacteria	0.00079766
623	L23	Soil	Soil	AL	L2	NA	2	Candidatus_Saccharibacteria	0.001689425
624	L24	Soil	Soil	AL	L2	NA	2	Candidatus_Saccharibacteria	0.000725535
625	L251	Soil	Soil	AL	L25	NA	25	Candidatus_Saccharibacteria	0.001817171
626	L252	Soil	Soil	AL	L25	NA	25	Candidatus_Saccharibacteria	0.001943916
627	L253	Soil	Soil	AL	L25	NA	25	Candidatus_Saccharibacteria	0.002301337
628	L254	Soil	Soil	AL	L25	NA	25	Candidatus_Saccharibacteria	0.001224307
629	L401	Soil	Soil	AL	L40	NA	40	Candidatus_Saccharibacteria	0.000954173
630	L402	Soil	Soil	AL	L40	NA	40	Candidatus_Saccharibacteria	0.001663469
631	L403	Soil	Soil	AL	L40	NA	40	Candidatus_Saccharibacteria	0.002769709
632	L404	Soil	Soil	AL	L40	NA	40	Candidatus_Saccharibacteria	0.002830151
637	RBL15S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Candidatus_Saccharibacteria	0.005034563
638	RBL15S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Candidatus_Saccharibacteria	0.00489944
639	RBL15S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Candidatus_Saccharibacteria	0.005957184
640	RBL15S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Candidatus_Saccharibacteria	0.004099949
645	RBL25S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Candidatus_Saccharibacteria	0.008574591
646	RBL25S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Candidatus_Saccharibacteria	0.004716981
647	RBL25S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Candidatus_Saccharibacteria	0.006200436
648	RBL25S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Candidatus_Saccharibacteria	0.005494287
653	RBL40S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Candidatus_Saccharibacteria	0.013970763
654	RBL40S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Candidatus_Saccharibacteria	0.006736993
655	RBL40S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Candidatus_Saccharibacteria	0.006252235
656	RBL40S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Candidatus_Saccharibacteria	0.007914518
661	RJL15S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Candidatus_Saccharibacteria	0.003758155
662	RJL15S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Candidatus_Saccharibacteria	0.003566574
663	RJL15S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Candidatus_Saccharibacteria	0.003635013
664	RJL15S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Candidatus_Saccharibacteria	0.004097157
669	RJL25S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Candidatus_Saccharibacteria	0.001628978
670	RJL25S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Candidatus_Saccharibacteria	0.003079302
671	RJL25S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Candidatus_Saccharibacteria	0.00245306
672	RJL25S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Candidatus_Saccharibacteria	0.001858243
677	RJL40S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Candidatus_Saccharibacteria	0.003740433
678	RJL40S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Candidatus_Saccharibacteria	0.003767556
679	RJL40S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Candidatus_Saccharibacteria	0.004486045
680	RJL40S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Candidatus_Saccharibacteria	0.004104349
685	RL15S1	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Candidatus_Saccharibacteria	0.011810495
686	RL15S2	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Candidatus_Saccharibacteria	0.019106317
687	RL15S3	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Candidatus_Saccharibacteria	0.001279365
688	RL15S4	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Candidatus_Saccharibacteria	0.000886314
693	RL25S1	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Candidatus_Saccharibacteria	0.001493076
694	RL25S2	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Candidatus_Saccharibacteria	0.000945275
695	RL25S3	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Candidatus_Saccharibacteria	0.002366069
696	RL25S4	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Candidatus_Saccharibacteria	0.000525405
701	RL40S1	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Candidatus_Saccharibacteria	0.001755226
702	RL40S2	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Candidatus_Saccharibacteria	0.001412219
703	RL40S3	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Candidatus_Saccharibacteria	0.00259712
704	RL40S4	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Candidatus_Saccharibacteria	0.006338751
705	L151	Soil	Soil	AL	L15	NA	15	candidate_division_WPS.1	0.019229464
706	L152	Soil	Soil	AL	L15	NA	15	candidate_division_WPS.1	0.013629199
707	L153	Soil	Soil	AL	L15	NA	15	candidate_division_WPS.1	0.021070779
708	L154	Soil	Soil	AL	L15	NA	15	candidate_division_WPS.1	0.017992463
709	L21	Soil	Soil	AL	L2	NA	2	candidate_division_WPS.1	0.00996055
710	L22	Soil	Soil	AL	L2	NA	2	candidate_division_WPS.1	0.009501952
711	L23	Soil	Soil	AL	L2	NA	2	candidate_division_WPS.1	0.010345983
712	L24	Soil	Soil	AL	L2	NA	2	candidate_division_WPS.1	0.001138093
713	L251	Soil	Soil	AL	L25	NA	25	candidate_division_WPS.1	0.016544392
714	L252	Soil	Soil	AL	L25	NA	25	candidate_division_WPS.1	0.013097306
715	L253	Soil	Soil	AL	L25	NA	25	candidate_division_WPS.1	0.011204869
716	L254	Soil	Soil	AL	L25	NA	25	candidate_division_WPS.1	0.010311767
717	L401	Soil	Soil	AL	L40	NA	40	candidate_division_WPS.1	0.012901492
718	L402	Soil	Soil	AL	L40	NA	40	candidate_division_WPS.1	0.007270971
719	L403	Soil	Soil	AL	L40	NA	40	candidate_division_WPS.1	0.012470445
720	L404	Soil	Soil	AL	L40	NA	40	candidate_division_WPS.1	0.011900109
725	RBL15S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	candidate_division_WPS.1	0.003915771
726	RBL15S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	candidate_division_WPS.1	0.002855751
727	RBL15S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	candidate_division_WPS.1	0.002514658
728	RBL15S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	candidate_division_WPS.1	0.002762465
733	RBL25S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	candidate_division_WPS.1	0.003013775
734	RBL25S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	candidate_division_WPS.1	0.001881492
735	RBL25S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	candidate_division_WPS.1	0.001862792
736	RBL25S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	candidate_division_WPS.1	0.002661089
741	RBL40S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	candidate_division_WPS.1	0.001533215
742	RBL40S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	candidate_division_WPS.1	0.001005916
743	RBL40S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	candidate_division_WPS.1	0.000675559
744	RBL40S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	candidate_division_WPS.1	0.001524572
749	RJL15S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	candidate_division_WPS.1	0.00391695
750	RJL15S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	candidate_division_WPS.1	0.00360695
751	RJL15S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	candidate_division_WPS.1	0.004364669
752	RJL15S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	candidate_division_WPS.1	0.003603363
757	RJL25S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	candidate_division_WPS.1	0.000622179
758	RJL25S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	candidate_division_WPS.1	0.002826026
759	RJL25S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	candidate_division_WPS.1	0.004693964
760	RJL25S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	candidate_division_WPS.1	0.000172551
765	RJL40S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	candidate_division_WPS.1	0.001251248
766	RJL40S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	candidate_division_WPS.1	0.002236571
767	RJL40S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	candidate_division_WPS.1	0.002282975
768	RJL40S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	candidate_division_WPS.1	0.002802646
773	RL15S1	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	candidate_division_WPS.1	0.000348946
774	RL15S2	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	candidate_division_WPS.1	0.000616333
775	RL15S3	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	candidate_division_WPS.1	0.001023492
776	RL15S4	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	candidate_division_WPS.1	0.000933795
781	RL25S1	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	candidate_division_WPS.1	0.001083685
782	RL25S2	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	candidate_division_WPS.1	0.000506397
783	RL25S3	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	candidate_division_WPS.1	0.001095402
784	RL25S4	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	candidate_division_WPS.1	0.00026911
789	RL40S1	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	candidate_division_WPS.1	0.000246602
790	RL40S2	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	candidate_division_WPS.1	0.000594619
791	RL40S3	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	candidate_division_WPS.1	0.000513203
792	RL40S4	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	candidate_division_WPS.1	0.000198603
793	L151	Soil	Soil	AL	L15	NA	15	Thaumarchaeota	0.008088046
794	L152	Soil	Soil	AL	L15	NA	15	Thaumarchaeota	0.007079574
795	L153	Soil	Soil	AL	L15	NA	15	Thaumarchaeota	0.007402137
796	L154	Soil	Soil	AL	L15	NA	15	Thaumarchaeota	0.00861939
797	L21	Soil	Soil	AL	L2	NA	2	Thaumarchaeota	0.027559386
798	L22	Soil	Soil	AL	L2	NA	2	Thaumarchaeota	0.026112876
799	L23	Soil	Soil	AL	L2	NA	2	Thaumarchaeota	0.034109631
800	L24	Soil	Soil	AL	L2	NA	2	Thaumarchaeota	0.002873686
801	L251	Soil	Soil	AL	L25	NA	25	Thaumarchaeota	0.004475122
802	L252	Soil	Soil	AL	L25	NA	25	Thaumarchaeota	0.010767364
803	L253	Soil	Soil	AL	L25	NA	25	Thaumarchaeota	0.010299425
804	L254	Soil	Soil	AL	L25	NA	25	Thaumarchaeota	0.00936336
805	L401	Soil	Soil	AL	L40	NA	40	Thaumarchaeota	0.036030103
806	L402	Soil	Soil	AL	L40	NA	40	Thaumarchaeota	0.020444576
807	L403	Soil	Soil	AL	L40	NA	40	Thaumarchaeota	0.033587786
808	L404	Soil	Soil	AL	L40	NA	40	Thaumarchaeota	0.031535963
813	RBL15S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Thaumarchaeota	0.004888054
814	RBL15S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Thaumarchaeota	0.002138429
815	RBL15S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Thaumarchaeota	0.00250121
816	RBL15S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Thaumarchaeota	0.004462444
821	RBL25S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Thaumarchaeota	0.004560669
822	RBL25S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Thaumarchaeota	0.000993746
823	RBL25S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Thaumarchaeota	0.003419554
824	RBL25S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Thaumarchaeota	0.004263037
829	RBL40S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Thaumarchaeota	0.013124851
830	RBL40S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Thaumarchaeota	0.011673924
831	RBL40S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Thaumarchaeota	0.002675745
832	RBL40S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Thaumarchaeota	0.003141944
837	RJL15S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Thaumarchaeota	0.005875425
838	RJL15S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Thaumarchaeota	0.005410425
839	RJL15S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Thaumarchaeota	0.006633235
840	RJL15S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Thaumarchaeota	0.007046577
845	RJL25S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Thaumarchaeota	0.001481917
846	RJL25S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Thaumarchaeota	0.008384766
847	RJL25S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Thaumarchaeota	0.007717195
848	RJL25S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Thaumarchaeota	0.008282453
853	RJL40S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Thaumarchaeota	0.005950083
854	RJL40S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Thaumarchaeota	0.007468548
855	RJL40S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Thaumarchaeota	0.010992523
856	RJL40S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Thaumarchaeota	0.011369976
861	RL15S1	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Thaumarchaeota	0.000214736
862	RL15S2	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Thaumarchaeota	4.62E-05
863	RL15S3	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Thaumarchaeota	0.000623691
864	RL15S4	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Thaumarchaeota	0.000933795
869	RL25S1	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Thaumarchaeota	0.000433474
870	RL25S2	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Thaumarchaeota	0.000337598
871	RL25S3	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Thaumarchaeota	0.001080797
872	RL25S4	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Thaumarchaeota	0.001178958
877	RL40S1	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Thaumarchaeota	0.000783324
878	RL40S2	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Thaumarchaeota	0.000668946
879	RL40S3	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Thaumarchaeota	0.000948649
880	RL40S4	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Thaumarchaeota	0.000446857
881	L151	Soil	Soil	AL	L15	NA	15	Gemmatimonadetes	0.042231541
882	L152	Soil	Soil	AL	L15	NA	15	Gemmatimonadetes	0.030560387
883	L153	Soil	Soil	AL	L15	NA	15	Gemmatimonadetes	0.038734659
884	L154	Soil	Soil	AL	L15	NA	15	Gemmatimonadetes	0.037410072
885	L21	Soil	Soil	AL	L2	NA	2	Gemmatimonadetes	0.025139196
886	L22	Soil	Soil	AL	L2	NA	2	Gemmatimonadetes	0.022796289
887	L23	Soil	Soil	AL	L2	NA	2	Gemmatimonadetes	0.02658401
888	L24	Soil	Soil	AL	L2	NA	2	Gemmatimonadetes	0.002589163
