	SampleID	Compartment	Cultivar	Site	Group	Type	Age	Phylum2	RA
889	L251	Soil	Soil	AL	L25	NA	25	Gemmatimonadetes	0.03970654
890	L252	Soil	Soil	AL	L25	NA	25	Gemmatimonadetes	0.041552927
891	L253	Soil	Soil	AL	L25	NA	25	Gemmatimonadetes	0.030646764
892	L254	Soil	Soil	AL	L25	NA	25	Gemmatimonadetes	0.043540488
893	L401	Soil	Soil	AL	L40	NA	40	Gemmatimonadetes	0.045746539
894	L402	Soil	Soil	AL	L40	NA	40	Gemmatimonadetes	0.030371732
895	L403	Soil	Soil	AL	L40	NA	40	Gemmatimonadetes	0.030318179
896	L404	Soil	Soil	AL	L40	NA	40	Gemmatimonadetes	0.029244889
901	RBL15S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Gemmatimonadetes	0.004541762
902	RBL15S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Gemmatimonadetes	0.007078472
903	RBL15S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Gemmatimonadetes	0.003751815
904	RBL15S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Gemmatimonadetes	0.005499931
909	RBL25S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Gemmatimonadetes	0.005054075
910	RBL25S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Gemmatimonadetes	0.002636739
911	RBL25S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Gemmatimonadetes	0.006187131
912	RBL25S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Gemmatimonadetes	0.004964717
917	RBL40S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Gemmatimonadetes	0.003991647
918	RBL40S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Gemmatimonadetes	0.004036901
919	RBL40S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Gemmatimonadetes	0.002331342
920	RBL40S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Gemmatimonadetes	0.004693031
925	RJL15S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Gemmatimonadetes	0.007860366
926	RJL15S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Gemmatimonadetes	0.008209849
927	RJL15S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Gemmatimonadetes	0.008039481
928	RJL15S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Gemmatimonadetes	0.00719338
933	RJL25S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Gemmatimonadetes	0.001911786
934	RJL25S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Gemmatimonadetes	0.007091726
935	RJL25S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Gemmatimonadetes	0.010448711
936	RJL25S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Gemmatimonadetes	0.003663393
941	RJL40S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Gemmatimonadetes	0.005936772
942	RJL40S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Gemmatimonadetes	0.00624376
943	RJL40S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Gemmatimonadetes	0.006403744
944	RJL40S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Gemmatimonadetes	0.007013256
949	RL15S1	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Gemmatimonadetes	0.000483157
950	RL15S2	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Gemmatimonadetes	0.001340524
951	RL15S3	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Gemmatimonadetes	0.003054485
952	RL15S4	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Gemmatimonadetes	0.003007138
957	RL25S1	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Gemmatimonadetes	0.001444913
958	RL25S2	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Gemmatimonadetes	0.001080315
959	RL25S3	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Gemmatimonadetes	0.003067126
960	RL25S4	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Gemmatimonadetes	0.000615109
965	RL40S1	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Gemmatimonadetes	0.000812336
966	RL40S2	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Gemmatimonadetes	0.008287498
967	RL40S3	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Gemmatimonadetes	0.000637616
968	RL40S4	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Gemmatimonadetes	0.000678561
969	L151	Soil	Soil	AL	L15	NA	15	Verrucomicrobia	0.025064799
970	L152	Soil	Soil	AL	L15	NA	15	Verrucomicrobia	0.017637787
971	L153	Soil	Soil	AL	L15	NA	15	Verrucomicrobia	0.021344425
972	L154	Soil	Soil	AL	L15	NA	15	Verrucomicrobia	0.02222679
973	L21	Soil	Soil	AL	L2	NA	2	Verrucomicrobia	0.019935089
974	L22	Soil	Soil	AL	L2	NA	2	Verrucomicrobia	0.020067451
975	L23	Soil	Soil	AL	L2	NA	2	Verrucomicrobia	0.021627433
976	L24	Soil	Soil	AL	L2	NA	2	Verrucomicrobia	0.00512142
977	L251	Soil	Soil	AL	L25	NA	25	Verrucomicrobia	0.020856783
978	L252	Soil	Soil	AL	L25	NA	25	Verrucomicrobia	0.019811399
979	L253	Soil	Soil	AL	L25	NA	25	Verrucomicrobia	0.015216489
980	L254	Soil	Soil	AL	L25	NA	25	Verrucomicrobia	0.019071596
981	L401	Soil	Soil	AL	L40	NA	40	Verrucomicrobia	0.017363258
982	L402	Soil	Soil	AL	L40	NA	40	Verrucomicrobia	0.015534658
983	L403	Soil	Soil	AL	L40	NA	40	Verrucomicrobia	0.017253259
984	L404	Soil	Soil	AL	L40	NA	40	Verrucomicrobia	0.015040229
989	RBL15S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Verrucomicrobia	0.013984896
990	RBL15S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Verrucomicrobia	0.02053163
991	RBL15S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Verrucomicrobia	0.014334893
992	RBL15S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Verrucomicrobia	0.011299859
997	RBL25S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Verrucomicrobia	0.011254984
998	RBL25S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Verrucomicrobia	0.007327221
999	RBL25S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Verrucomicrobia	0.009779658
1000	RBL25S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Verrucomicrobia	0.010339851
1005	RBL40S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Verrucomicrobia	0.00729599
1006	RBL40S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Verrucomicrobia	0.00534724
1007	RBL40S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Verrucomicrobia	0.003589737
1008	RBL40S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Verrucomicrobia	0.008139889
1013	RJL15S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Verrucomicrobia	0.009739443
1014	RJL15S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Verrucomicrobia	0.011964846
1015	RJL15S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Verrucomicrobia	0.012032689
1016	RJL15S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Verrucomicrobia	0.011103697
1021	RJL25S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Verrucomicrobia	0.003518139
1022	RJL25S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Verrucomicrobia	0.008251463
1023	RJL25S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Verrucomicrobia	0.008738199
1024	RJL25S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Verrucomicrobia	0.003583754
1029	RJL40S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Verrucomicrobia	0.004685524
1030	RJL40S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Verrucomicrobia	0.004885842
1031	RJL40S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Verrucomicrobia	0.005524799
1032	RJL40S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Verrucomicrobia	0.005618575
1037	RL15S1	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Verrucomicrobia	0.002912361
1038	RL15S2	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Verrucomicrobia	0.006101695
1039	RL15S3	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Verrucomicrobia	0.005773137
1040	RL15S4	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Verrucomicrobia	0.008055964
1045	RL25S1	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Verrucomicrobia	0.005538832
1046	RL25S2	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Verrucomicrobia	0.004355018
1047	RL25S3	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Verrucomicrobia	0.004586084
1048	RL25S4	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Verrucomicrobia	0.002255398
1053	RL40S1	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Verrucomicrobia	0.003321874
1054	RL40S2	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Verrucomicrobia	0.013713394
1055	RL40S3	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Verrucomicrobia	0.004198936
1056	RL40S4	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Verrucomicrobia	0.002796994
1057	L151	Soil	Soil	AL	L15	NA	15	Planctomycetes	0.0171396
1058	L152	Soil	Soil	AL	L15	NA	15	Planctomycetes	0.012936189
1059	L153	Soil	Soil	AL	L15	NA	15	Planctomycetes	0.017089222
1060	L154	Soil	Soil	AL	L15	NA	15	Planctomycetes	0.015895855
1061	L21	Soil	Soil	AL	L2	NA	2	Planctomycetes	0.012520635
1062	L22	Soil	Soil	AL	L2	NA	2	Planctomycetes	0.013196378
1063	L23	Soil	Soil	AL	L2	NA	2	Planctomycetes	0.015861048
1064	L24	Soil	Soil	AL	L2	NA	2	Planctomycetes	0.001394164
1065	L251	Soil	Soil	AL	L25	NA	25	Planctomycetes	0.015174733
1066	L252	Soil	Soil	AL	L25	NA	25	Planctomycetes	0.013910718
1067	L253	Soil	Soil	AL	L25	NA	25	Planctomycetes	0.013732567
1068	L254	Soil	Soil	AL	L25	NA	25	Planctomycetes	0.013243206
1069	L401	Soil	Soil	AL	L40	NA	40	Planctomycetes	0.012431125
1070	L402	Soil	Soil	AL	L40	NA	40	Planctomycetes	0.012154059
1071	L403	Soil	Soil	AL	L40	NA	40	Planctomycetes	0.014969939
1072	L404	Soil	Soil	AL	L40	NA	40	Planctomycetes	0.01681918
1077	RBL15S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Planctomycetes	0.020737603
1078	RBL15S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Planctomycetes	0.0113824
1079	RBL15S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Planctomycetes	0.01286913
1080	RBL15S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Planctomycetes	0.017837277
1085	RBL25S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Planctomycetes	0.024816973
1086	RBL25S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Planctomycetes	0.017079182
1087	RBL25S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Planctomycetes	0.019000479
1088	RBL25S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Planctomycetes	0.016469623
1093	RBL40S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Planctomycetes	0.022073013
1094	RBL40S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Planctomycetes	0.019019761
1095	RBL40S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Planctomycetes	0.01275615
1096	RBL40S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Planctomycetes	0.014861264
1101	RJL15S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Planctomycetes	0.021252101
1102	RJL15S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Planctomycetes	0.024225784
1103	RJL15S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Planctomycetes	0.02070896
1104	RJL15S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Planctomycetes	0.021953824
1109	RJL25S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Planctomycetes	0.008280637
1110	RJL25S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Planctomycetes	0.022968127
1111	RJL25S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Planctomycetes	0.02658587
1112	RJL25S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Planctomycetes	0.011998938
1117	RJL40S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Planctomycetes	0.01936772
1118	RJL40S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Planctomycetes	0.018797843
1119	RJL40S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Planctomycetes	0.024051139
1120	RJL40S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Planctomycetes	0.021996121
1125	RL15S1	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Planctomycetes	0.003516307
1126	RL15S2	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Planctomycetes	0.012372881
1127	RL15S3	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Planctomycetes	0.006156946
1128	RL15S4	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Planctomycetes	0.002864695
1133	RL25S1	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Planctomycetes	0.021818182
1134	RL25S2	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Planctomycetes	0.006988285
1135	RL25S3	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Planctomycetes	0.005944383
1136	RL25S4	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Planctomycetes	0.011968988
1141	RL40S1	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Planctomycetes	0.016391778
1142	RL40S2	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Planctomycetes	0.013713394
1143	RL40S3	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Planctomycetes	0.019595036
1144	RL40S4	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Planctomycetes	0.007762073
1145	L151	Soil	Soil	AL	L15	NA	15	Bacteroidetes	0.036952598
1146	L152	Soil	Soil	AL	L15	NA	15	Bacteroidetes	0.047559517
1147	L153	Soil	Soil	AL	L15	NA	15	Bacteroidetes	0.042114193
1148	L154	Soil	Soil	AL	L15	NA	15	Bacteroidetes	0.094032203
1149	L21	Soil	Soil	AL	L2	NA	2	Bacteroidetes	0.05786072
1150	L22	Soil	Soil	AL	L2	NA	2	Bacteroidetes	0.065436124
1151	L23	Soil	Soil	AL	L2	NA	2	Bacteroidetes	0.05704951
1152	L24	Soil	Soil	AL	L2	NA	2	Bacteroidetes	0.019632111
1153	L251	Soil	Soil	AL	L25	NA	25	Bacteroidetes	0.031719125
1154	L252	Soil	Soil	AL	L25	NA	25	Bacteroidetes	0.046309317
1155	L253	Soil	Soil	AL	L25	NA	25	Bacteroidetes	0.039663477
1156	L254	Soil	Soil	AL	L25	NA	25	Bacteroidetes	0.034711684
1157	L401	Soil	Soil	AL	L40	NA	40	Bacteroidetes	0.050503965
1158	L402	Soil	Soil	AL	L40	NA	40	Bacteroidetes	0.041090377
1159	L403	Soil	Soil	AL	L40	NA	40	Bacteroidetes	0.057150578
1160	L404	Soil	Soil	AL	L40	NA	40	Bacteroidetes	0.050740556
1165	RBL15S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Bacteroidetes	0.031779012
1166	RBL15S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Bacteroidetes	0.098394824
1167	RBL15S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Bacteroidetes	0.041780969
1168	RBL15S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Bacteroidetes	0.031412107
1173	RBL25S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Bacteroidetes	0.061355665
1174	RBL25S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Bacteroidetes	0.031773373
1175	RBL25S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Bacteroidetes	0.04724839
1176	RBL25S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Bacteroidetes	0.068288033
1181	RBL40S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Bacteroidetes	0.03194639
1182	RBL40S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Bacteroidetes	0.03586886
1183	RBL40S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Bacteroidetes	0.012915105
1184	RBL40S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Bacteroidetes	0.065437287
1189	RJL15S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Bacteroidetes	0.033307309
1190	RJL15S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Bacteroidetes	0.03378151
1191	RJL15S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Bacteroidetes	0.033683568
1192	RJL15S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Bacteroidetes	0.026077672
1197	RJL25S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Bacteroidetes	0.078077806
1198	RJL25S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Bacteroidetes	0.026207393
1199	RJL25S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Bacteroidetes	0.023337223
1200	RJL25S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Bacteroidetes	0.005654367
1205	RJL40S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Bacteroidetes	0.010009983
1206	RJL40S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Bacteroidetes	0.013659056
1207	RJL40S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Bacteroidetes	0.013869071
1208	RJL40S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Bacteroidetes	0.016005632
1213	RL15S1	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Bacteroidetes	0.017326533
1214	RL15S2	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Bacteroidetes	0.012496148
1215	RL15S3	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Bacteroidetes	0.089571573
1216	RL15S4	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Bacteroidetes	0.145972809
1221	RL25S1	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Bacteroidetes	0.024250452
1222	RL25S2	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Bacteroidetes	0.021741332
1223	RL25S3	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Bacteroidetes	0.076999474
1224	RL25S4	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Bacteroidetes	0.010174922
1229	RL40S1	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Bacteroidetes	0.012750772
1230	RL40S2	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Bacteroidetes	0.09937565
1231	RL40S3	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Bacteroidetes	0.018195391
1232	RL40S4	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Bacteroidetes	0.010807322
1233	L151	Soil	Soil	AL	L15	NA	15	Firmicutes	0.026761118
1234	L152	Soil	Soil	AL	L15	NA	15	Firmicutes	0.065088597
1235	L153	Soil	Soil	AL	L15	NA	15	Firmicutes	0.033508011
1236	L154	Soil	Soil	AL	L15	NA	15	Firmicutes	0.077629325
1237	L21	Soil	Soil	AL	L2	NA	2	Firmicutes	0.016941328
1238	L22	Soil	Soil	AL	L2	NA	2	Firmicutes	0.03129067
1239	L23	Soil	Soil	AL	L2	NA	2	Firmicutes	0.028371171
1240	L24	Soil	Soil	AL	L2	NA	2	Firmicutes	0.802711508
1241	L251	Soil	Soil	AL	L25	NA	25	Firmicutes	0.032058149
1242	L252	Soil	Soil	AL	L25	NA	25	Firmicutes	0.025298481
1243	L253	Soil	Soil	AL	L25	NA	25	Firmicutes	0.057382512
1244	L254	Soil	Soil	AL	L25	NA	25	Firmicutes	0.02859015
1245	L401	Soil	Soil	AL	L40	NA	40	Firmicutes	0.011033463
1246	L402	Soil	Soil	AL	L40	NA	40	Firmicutes	0.024375193
1247	L403	Soil	Soil	AL	L40	NA	40	Firmicutes	0.013699926
1248	L404	Soil	Soil	AL	L40	NA	40	Firmicutes	0.010350265
1253	RBL15S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Firmicutes	0.01064184
1254	RBL15S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Firmicutes	0.068592155
1255	RBL15S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Firmicutes	0.006374052
1256	RBL15S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Firmicutes	0.014937313
1261	RBL25S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Firmicutes	0.02004294
1262	RBL25S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Firmicutes	0.011805703
1263	RBL25S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Firmicutes	0.013172601
1264	RBL25S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Firmicutes	0.007109475
1269	RBL40S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Firmicutes	0.012345026
1270	RBL40S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Firmicutes	0.03844983
1271	RBL40S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Firmicutes	0.415442491
1272	RBL40S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Firmicutes	0.022258753
1277	RJL15S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Firmicutes	0.011578822
1278	RJL15S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Firmicutes	0.028559508
1279	RJL15S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Firmicutes	0.011210167
1280	RJL15S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Firmicutes	0.015774723
1285	RJL25S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Firmicutes	0.072444258
1286	RJL25S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Firmicutes	0.01155738
1287	RJL25S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Firmicutes	0.009692903
1288	RJL25S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Firmicutes	0.016392355
1293	RJL40S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Firmicutes	0.032772047
1294	RJL40S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Firmicutes	0.022472209
1295	RJL40S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Firmicutes	0.020249986
1296	RJL40S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Firmicutes	0.016576787
1301	RL15S1	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Firmicutes	0.00224131
1302	RL15S2	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Firmicutes	0.003590139
1303	RL15S3	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Firmicutes	0.094081336
1304	RL15S4	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Firmicutes	0.241979646
1309	RL25S1	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Firmicutes	0.006815172
1310	RL25S2	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Firmicutes	0.003578542
1311	RL25S3	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Firmicutes	0.058231583
1312	RL25S4	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Firmicutes	0.002921766
1317	RL40S1	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Firmicutes	0.004351799
1318	RL40S2	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Firmicutes	0.012486993
1319	RL40S3	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Firmicutes	0.006936021
1320	RL40S4	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Firmicutes	0.007844825
1321	L151	Soil	Soil	AL	L15	NA	15	Acidobacteria	0.172305229
1322	L152	Soil	Soil	AL	L15	NA	15	Acidobacteria	0.140599522
1323	L153	Soil	Soil	AL	L15	NA	15	Acidobacteria	0.188583469
1324	L154	Soil	Soil	AL	L15	NA	15	Acidobacteria	0.167221651
1325	L21	Soil	Soil	AL	L2	NA	2	Acidobacteria	0.209325425
1326	L22	Soil	Soil	AL	L2	NA	2	Acidobacteria	0.187730027
1327	L23	Soil	Soil	AL	L2	NA	2	Acidobacteria	0.234243668
1328	L24	Soil	Soil	AL	L2	NA	2	Acidobacteria	0.019959313
1329	L251	Soil	Soil	AL	L25	NA	25	Acidobacteria	0.184917481
1330	L252	Soil	Soil	AL	L25	NA	25	Acidobacteria	0.17132655
1331	L253	Soil	Soil	AL	L25	NA	25	Acidobacteria	0.122888869
1332	L254	Soil	Soil	AL	L25	NA	25	Acidobacteria	0.198027314
1333	L401	Soil	Soil	AL	L40	NA	40	Acidobacteria	0.188442414
